"row_number","medicine_label","medicine_value","brand_guess","strength_guess","source_url","scraped_at_utc"
"3290","QUETAP 25mg Comp.Pell. Bt 60","QUETAP 25mg Comp.Pell. Bt 60","QUETAP","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3291","QUETAP 300mg Comp.Pell. Bt 30","QUETAP 300mg Comp.Pell. Bt 30","QUETAP","300mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3292","QUETAP 300mg Comp.Pell. Bt 60","QUETAP 300mg Comp.Pell. Bt 60","QUETAP","300mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3293","QUETAP 50 50 mg Comp.Pell. Bt 30","QUETAP 50 50 mg Comp.Pell. Bt 30","QUETAP 50","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3294","QUETAP 50mg Comp.Pell. Bt 60","QUETAP 50mg Comp.Pell. Bt 60","QUETAP","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3295","QUIETUDE Sirop Fl 200ml","QUIETUDE Sirop Fl 200ml","QUIETUDE Sirop Fl","200ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3296","QUINOLOX 500mg Comp.Pell. Bt 14","QUINOLOX 500mg Comp.Pell. Bt 14","QUINOLOX","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3297","QUINOLOX 750mg Comp.Pell. Bt 14","QUINOLOX 750mg Comp.Pell. Bt 14","QUINOLOX","750mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3298","R.LENS Sol. Ext. Fl 250ml","R.LENS Sol. Ext. Fl 250ml","R.LENS Sol. Ext. Fl","250ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3299","RAFOREX 12µg Susp.P.Inhal. Fl 100Doses (F)","RAFOREX 12µg Susp.P.Inhal. Fl 100Doses (F)","RAFOREX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3300","RAMIPRIL ZENTIVA 10mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA 10mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3301","RAMIPRIL ZENTIVA 2.5mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA 2.5mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA","2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3302","RAMIPRIL ZENTIVA 5mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA 5mg Comp.Séc. Bt 28","RAMIPRIL ZENTIVA","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3303","RAMITEC 5mg Comp.Séc. Bt 30","RAMITEC 5mg Comp.Séc. Bt 30","RAMITEC","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3304","RAPAMUNE 1mg Comp.Enr. Bt 30","RAPAMUNE 1mg Comp.Enr. Bt 30","RAPAMUNE","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3305","RAPIFEN 1mg 0.5mg/ml Sol.Inj. Bt 5/2ml","RAPIFEN 1mg 0.5mg/ml Sol.Inj. Bt 5/2ml","RAPIFEN","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3306","RAPIFEN 1mg/2ml Sol.Inj. Bt 5/2ml","RAPIFEN 1mg/2ml Sol.Inj. Bt 5/2ml","RAPIFEN","1mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3307","RAPRIL 10mg Comp.Séc. Bt 30","RAPRIL 10mg Comp.Séc. Bt 30","RAPRIL","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3308","RAPRIL 10mg Comp.Séc. Bt 90","RAPRIL 10mg Comp.Séc. Bt 90","RAPRIL","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3309","RAPRIL 5mg Comp.Séc. Bt 30","RAPRIL 5mg Comp.Séc. Bt 30","RAPRIL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3310","RAPRIL 5mg Comp.Séc. Bt 90","RAPRIL 5mg Comp.Séc. Bt 90","RAPRIL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3311","RAXIDONE 1mg/ml Sol.Buv. Fl 30ml","RAXIDONE 1mg/ml Sol.Buv. Fl 30ml","RAXIDONE","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3312","RAXIDONE 1mg/ml Sol.Buv. Fl 60ml","RAXIDONE 1mg/ml Sol.Buv. Fl 60ml","RAXIDONE","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3313","RAXIDONE 1mg/ml Sol.Buv. Fl 90ml","RAXIDONE 1mg/ml Sol.Buv. Fl 90ml","RAXIDONE","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3314","RAXIDONE 2mg Comp.Pell.Séc. Bt 30","RAXIDONE 2mg Comp.Pell.Séc. Bt 30","RAXIDONE","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3315","RAXIDONE 2mg Comp.Pell.Séc. Bt 60","RAXIDONE 2mg Comp.Pell.Séc. Bt 60","RAXIDONE","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3316","RAXIDONE 4mg Comp.Pell.Séc. Bt 30","RAXIDONE 4mg Comp.Pell.Séc. Bt 30","RAXIDONE","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3317","RAZON 20mg Comp.Gastro-résist. Bt 10","RAZON 20mg Comp.Gastro-résist. Bt 10","RAZON","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3318","RAZON 20mg Comp.Gastro-résist. Bt 20","RAZON 20mg Comp.Gastro-résist. Bt 20","RAZON","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3319","RAZON 20mg Comp.Gastro-résist. Bt 30","RAZON 20mg Comp.Gastro-résist. Bt 30","RAZON","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3320","RAZON 40mg Comp.Gastro-résist. Bt 14","RAZON 40mg Comp.Gastro-résist. Bt 14","RAZON","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3321","RAZON 40mg Comp.Gastro-résist. Bt 28","RAZON 40mg Comp.Gastro-résist. Bt 28","RAZON","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3322","RAZON 40mg Comp.Gastro-résist. Bt 7","RAZON 40mg Comp.Gastro-résist. Bt 7","RAZON","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3323","REBIF 22µg 6MUI Sol.Inj. Bt 12Ser./0.5ml (F)","REBIF 22µg 6MUI Sol.Inj. Bt 12Ser./0.5ml (F)","REBIF 22µg","6MUI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3324","REBIF 22µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F)","REBIF 22µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F)","REBIF 22µg/","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3325","REBIF 44µg 12MUI Sol.Inj. Bt 12Ser./0.5ml (F)","REBIF 44µg 12MUI Sol.Inj. Bt 12Ser./0.5ml (F)","REBIF 44µg","12MUI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3326","REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart /1.5ml (F)","REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart /1.5ml (F)","REBIF 44µg/","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3327","REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F)","REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F)","REBIF 44µg/","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3328","REDULIP 20 20mg Comp.Pell.Séc. Bt 90","REDULIP 20 20mg Comp.Pell.Séc. Bt 90","REDULIP 20","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3329","REDULIP 20mg Comp.Pell.Séc. Bt 30","REDULIP 20mg Comp.Pell.Séc. Bt 30","REDULIP","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3330","REDULIP 40 40mg Comp.Pell.Séc. Bt 90","REDULIP 40 40mg Comp.Pell.Séc. Bt 90","REDULIP 40","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3331","REDULIP 40mg Comp.Pell.Séc. Bt 30","REDULIP 40mg Comp.Pell.Séc. Bt 30","REDULIP","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3332","REFACTO AF 1000UI Pdre.P.Prép.Inj. Bt 1Fl+Ser.4ml (F)","REFACTO AF 1000UI Pdre.P.Prép.Inj. Bt 1Fl+Ser.4ml (F)","REFACTO AF","1000UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3333","REFACTO AF 500UI Pdre.P.Prép.Inj. Bt 1Fl+Ser./4ml (F)","REFACTO AF 500UI Pdre.P.Prép.Inj. Bt 1Fl+Ser./4ml (F)","REFACTO AF","500UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3334","RELAXIL 4mg Gél. Bt 14","RELAXIL 4mg Gél. Bt 14","RELAXIL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3335","RELAXIL 4mg/2ml Sol.Inj. Bt 5/2ml","RELAXIL 4mg/2ml Sol.Inj. Bt 5/2ml","RELAXIL","4mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3336","REMICADE 100mg Pdre.P.Prép.Inj. Bt 1Fl (F)","REMICADE 100mg Pdre.P.Prép.Inj. Bt 1Fl (F)","REMICADE","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3337","REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MEDIS","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3338","REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 5 Fl","REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 5 Fl","REMIFENTANIL MEDIS","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3339","REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MEDIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3340","REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 5 Fl","REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 5 Fl","REMIFENTANIL MEDIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3341","REMIFENTANIL MYLAN 1mg Pdre. P. Prép. Inj. Bt 10Fl","REMIFENTANIL MYLAN 1mg Pdre. P. Prép. Inj. Bt 10Fl","REMIFENTANIL MYLAN","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3342","REMIFENTANIL MYLAN 5mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MYLAN 5mg Pdre.P.Prép.Inj. Bt 10Fl","REMIFENTANIL MYLAN","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3343","REMSIMA 100mg Pdre.P.Prép.Inj. Bt 1Fl/20ml (F)","REMSIMA 100mg Pdre.P.Prép.Inj. Bt 1Fl/20ml (F)","REMSIMA","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3344","RESPIROX 2mg Comp. Bt 20","RESPIROX 2mg Comp. Bt 20","RESPIROX","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3345","RESPIROX 2mg Comp.Pell.Séc. Bt 20","RESPIROX 2mg Comp.Pell.Séc. Bt 20","RESPIROX","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3346","RESPIROX 4mg Comp. Bt 20","RESPIROX 4mg Comp. Bt 20","RESPIROX","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3347","RESPIROX 4mg Comp. Bt 30","RESPIROX 4mg Comp. Bt 30","RESPIROX","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3348","RESTAMINE 10mg Comp Bt 20","RESTAMINE 10mg Comp Bt 20","RESTAMINE","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3349","RETA 160mg Comp.Pell.Séc. Bt 30","RETA 160mg Comp.Pell.Séc. Bt 30","RETA","160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3350","RETA 80mg Comp.Pell.Séc. Bt 30","RETA 80mg Comp.Pell.Séc. Bt 30","RETA","80mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3351","RETABLISS 10mg Comp.Pell.Séc. Bt 30","RETABLISS 10mg Comp.Pell.Séc. Bt 30","RETABLISS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3352","RETABLISS 20mg Comp.Pell.Séc. Bt 30","RETABLISS 20mg Comp.Pell.Séc. Bt 30","RETABLISS","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3353","RETABLISS 20mg/ml Sol.Buv. Fl 15ml","RETABLISS 20mg/ml Sol.Buv. Fl 15ml","RETABLISS","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3354","RETAZID 160mg/25mg Comp.Pell. Bt 30","RETAZID 160mg/25mg Comp.Pell. Bt 30","RETAZID","160mg/25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3355","RETAZID 160mg/25mg Comp.Pell. Bt 90","RETAZID 160mg/25mg Comp.Pell. Bt 90","RETAZID","160mg/25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3356","RETAZID 80mg/12.5mg Comp.Pell. Bt 30","RETAZID 80mg/12.5mg Comp.Pell. Bt 30","RETAZID","80mg/12.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3357","RETAZID 80mg/12.5mg Comp.Pell. Bt 90","RETAZID 80mg/12.5mg Comp.Pell. Bt 90","RETAZID","80mg/12.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3358","REVLIMID 10mg Gél. Bt 21","REVLIMID 10mg Gél. Bt 21","REVLIMID","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3359","REVLIMID 25mg Gél. Bt 21","REVLIMID 25mg Gél. Bt 21","REVLIMID","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3360","REVOLADE 25mg Comp.Pell. Bt 28","REVOLADE 25mg Comp.Pell. Bt 28","REVOLADE","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3361","REVOLADE 50mg Comp.Pell. Bt 28","REVOLADE 50mg Comp.Pell. Bt 28","REVOLADE","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3362","RGEO 40mg Gél.Gastro-résist. Bt 14","RGEO 40mg Gél.Gastro-résist. Bt 14","RGEO","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3363","RGEO 40mg Gél.Gastro-résist. Bt 28","RGEO 40mg Gél.Gastro-résist. Bt 28","RGEO","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3364","RHESONATIV 625UI/ml Sol.Inj. Bt 1/2ml (F)","RHESONATIV 625UI/ml Sol.Inj. Bt 1/2ml (F)","RHESONATIV","625UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3365","RHINATHIOL 2% Sirop Fl 125ml","RHINATHIOL 2% Sirop Fl 125ml","RHINATHIOL","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3366","RHINATHIOL 5% Sirop Fl 300ml","RHINATHIOL 5% Sirop Fl 300ml","RHINATHIOL","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3367","RHINOFLUIMUCIL Sol.P.Pulv.Nas. Fl 10ml","RHINOFLUIMUCIL Sol.P.Pulv.Nas. Fl 10ml","RHINOFLUIMUCIL Sol.P.Pulv.Nas. Fl","10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3368","RHINOSTOP Comp.Enr. Bt 20","RHINOSTOP Comp.Enr. Bt 20","RHINOSTOP","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3369","RHINOSTOP Sirop Fl 100ml","RHINOSTOP Sirop Fl 100ml","RHINOSTOP Sirop Fl","100ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3370","RHOPHYLAC 300µg/2ml Sol.Inj. Bt 1Ser. Pré-remplie/2ml (F)","RHOPHYLAC 300µg/2ml Sol.Inj. Bt 1Ser. Pré-remplie/2ml (F)","RHOPHYLAC 300µg/","2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3371","RHUMAGRIP Comp.Séc. Bt 20","RHUMAGRIP Comp.Séc. Bt 20","RHUMAGRIP","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3372","RHUTAGEL 2,5% Gel. Derm. Tb 50gr","RHUTAGEL 2,5% Gel. Derm. Tb 50gr","RHUTAGEL","2,5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3373","RHUTAsuppo 100mg Suppo. Bt 10","RHUTAsuppo 100mg Suppo. Bt 10","RHUTAsuppo","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3374","RHUVEX ADULTE Glés.P.Susp.Buv. Bt 8Sach.","RHUVEX ADULTE Glés.P.Susp.Buv. Bt 8Sach.","RHUVEX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3375","RHUVEX ADULTE S.Sucre Glés.P.Susp.Buv. Bt 8Sachets","RHUVEX ADULTE S.Sucre Glés.P.Susp.Buv. Bt 8Sachets","RHUVEX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3376","RHUVEX ADULTE TOUX SECHE 0.3% Sirop Bt 1Fl/150ml","RHUVEX ADULTE TOUX SECHE 0.3% Sirop Bt 1Fl/150ml","RHUVEX ADULTE TOUX SECHE","0.3%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3377","RHUVEX ENFANT Glés.P.Susp.Buv. Bt 8Sach.","RHUVEX ENFANT Glés.P.Susp.Buv. Bt 8Sach.","RHUVEX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3378","RHUVEX ENFANTS TOUX SECHE 0.1% Sirop Bt 1Fl/150ml","RHUVEX ENFANTS TOUX SECHE 0.1% Sirop Bt 1Fl/150ml","RHUVEX ENFANTS TOUX SECHE","0.1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3379","RHUVEX JOUR ET NUIT Comp. et Gél. Bt 12 Comp.+4 Gél.","RHUVEX JOUR ET NUIT Comp. et Gél. Bt 12 Comp.+4 Gél.","RHUVEX JOUR ET NUIT Comp. et Gél. Bt 12 Comp.+","4G","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3380","RIABAL Enf. Sol.Buv. Fl 50ml","RIABAL Enf. Sol.Buv. Fl 50ml","RIABAL Enf. Sol.Buv. Fl","50ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3381","RIBERYN 200mg Comp.Pell. Fl 56","RIBERYN 200mg Comp.Pell. Fl 56","RIBERYN","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3382","RICARDYL 200mg Comp.Séc. Bt 20","RICARDYL 200mg Comp.Séc. Bt 20","RICARDYL","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3383","RIFADINE Pdre.P.Prép.Inj. 600mg/Fl Bt 1+1(10ml)","RIFADINE Pdre.P.Prép.Inj. 600mg/Fl Bt 1+1(10ml)","RIFADINE Pdre.P.Prép.Inj.","600mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3384","RIFAMYCINE CHIBRET 1000 000UI/100gr Pde.Opht. Tb 5gr","RIFAMYCINE CHIBRET 1000 000UI/100gr Pde.Opht. Tb 5gr","RIFAMYCINE CHIBRET 1000","000UI/100g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3385","RIFAMYCINE CHIBRET 1MUI % Collyre Fl 10ml","RIFAMYCINE CHIBRET 1MUI % Collyre Fl 10ml","RIFAMYCINE CHIBRET","1MUI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3386","RIFIXINE 200 200mg Comp.Pell. Bt 40","RIFIXINE 200 200mg Comp.Pell. Bt 40","RIFIXINE 200","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3387","RIFIXINE 200mg Comp.Pell. Bt 12","RIFIXINE 200mg Comp.Pell. Bt 12","RIFIXINE","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3388","RIFOCINE 250mg Sol.Inj. Bt 1/3ml (F)","RIFOCINE 250mg Sol.Inj. Bt 1/3ml (F)","RIFOCINE","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3389","RILAMIG 2.5mg Comp.Pell. Bt 2","RILAMIG 2.5mg Comp.Pell. Bt 2","RILAMIG","2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3390","RILAMIG 2.5mg Comp.Pell. Bt 6","RILAMIG 2.5mg Comp.Pell. Bt 6","RILAMIG","2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3391","RINGER LACTATE Sol.Inj.P.Perf. Fl 500ml","RINGER LACTATE Sol.Inj.P.Perf. Fl 500ml","RINGER LACTATE Sol.Inj.P.Perf. Fl","500ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3392","RINGER LACTATE Sol.Inj.P.Perf. Poche 500ml","RINGER LACTATE Sol.Inj.P.Perf. Poche 500ml","RINGER LACTATE Sol.Inj.P.Perf. Poche","500ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3393","RINOCLENIL 100µg/dose Susp.Nasale Fl 200doses","RINOCLENIL 100µg/dose Susp.Nasale Fl 200doses","RINOCLENIL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3394","RINOSAL 50µg Spray Nasal Fl 120 doses","RINOSAL 50µg Spray Nasal Fl 120 doses","RINOSAL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3395","RISDONE 1mg/ml Sol.Buv. Fl 100ml","RISDONE 1mg/ml Sol.Buv. Fl 100ml","RISDONE","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3396","RISEK 40mg Pdre.P.Prép.Inj. Bt 1Fl SS","RISEK 40mg Pdre.P.Prép.Inj. Bt 1Fl SS","RISEK","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3397","RISOMAX 0.05% Susp. Nasale Fl 140Doses","RISOMAX 0.05% Susp. Nasale Fl 140Doses","RISOMAX","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3398","RISONEL 35mg Comp.Pell. Bt 12","RISONEL 35mg Comp.Pell. Bt 12","RISONEL","35mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"3399","RISONEL 35mg Comp.Pell. Bt 4","RISONEL 35mg Comp.Pell. Bt 4","RISONEL","35mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
