"row_number","medicine_label","medicine_value","brand_guess","strength_guess","source_url","scraped_at_utc"
"493","AVALTEX 200mg Comp. Bt 30","AVALTEX 200mg Comp. Bt 30","AVALTEX","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"494","AVAMYS 27.5µg/Pulv. Spray Nasal Fl 120Doses","AVAMYS 27.5µg/Pulv. Spray Nasal Fl 120Doses","AVAMYS","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"495","AVASTIN 100mg Sol.Inj.P.Perf. Bt 1Fl/4ml (F)","AVASTIN 100mg Sol.Inj.P.Perf. Bt 1Fl/4ml (F)","AVASTIN","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"496","AVASTIN 400mg Sol.Inj.P.Perf. Bt 1Fl/16ml (F)","AVASTIN 400mg Sol.Inj.P.Perf. Bt 1Fl/16ml (F)","AVASTIN","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"497","AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /0.5ml(F)","AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /0.5ml(F)","AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"498","AVENOC Pde.Rect. Tb 30gr","AVENOC Pde.Rect. Tb 30gr","AVENOC Pde.Rect. Tb","30g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"499","AVENOC Suppo. Bt 10","AVENOC Suppo. Bt 10","AVENOC","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"500","AVIRAL 1000mg Comp.Pell. Bt 21","AVIRAL 1000mg Comp.Pell. Bt 21","AVIRAL","1000mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"501","AVIRAL 500mg Comp.Pell.Séc. Bt 10","AVIRAL 500mg Comp.Pell.Séc. Bt 10","AVIRAL","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"502","AVODART 0.5mg Caps.Molle Bt 30","AVODART 0.5mg Caps.Molle Bt 30","AVODART","0.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"503","AVOMIN 1mg Comp.Pell. Bt 28","AVOMIN 1mg Comp.Pell. Bt 28","AVOMIN","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"504","AVONEX 30µg/0.5ml Sol.Inj. Bt 4Stylos Pré-remplis (F)","AVONEX 30µg/0.5ml Sol.Inj. Bt 4Stylos Pré-remplis (F)","AVONEX 30µg/","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"505","AVOXINE 500 500mg Comp.Pell.Séc. Fl 10","AVOXINE 500 500mg Comp.Pell.Séc. Fl 10","AVOXINE 500","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"506","AVOXINE 500 500mg Comp.Pell.Séc. Fl 5","AVOXINE 500 500mg Comp.Pell.Séc. Fl 5","AVOXINE 500","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"507","AXEN 100mg Suppo. Bt 10","AXEN 100mg Suppo. Bt 10","AXEN","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"508","AXEN 2.5% Gel Derm. Tb 50gr","AXEN 2.5% Gel Derm. Tb 50gr","AXEN","2.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"509","AZACINE 500mg Comp.Pell.Séc. Bt 3","AZACINE 500mg Comp.Pell.Séc. Bt 3","AZACINE","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"510","AZACITIDINE NEAPOLIS 100mg Pdre.P.Sol.Inj. Bt 1Fl","AZACITIDINE NEAPOLIS 100mg Pdre.P.Sol.Inj. Bt 1Fl","AZACITIDINE NEAPOLIS","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"511","AZANTAC 150mg Comp.Efferv. Bt 2Tb/15","AZANTAC 150mg Comp.Efferv. Bt 2Tb/15","AZANTAC","150mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"512","AZATHIOPRINE AQVIDA 50mg Comp.Pell. Bt 100","AZATHIOPRINE AQVIDA 50mg Comp.Pell. Bt 100","AZATHIOPRINE AQVIDA","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"513","AZATHIOPRINE MYLAN 50mg Comp.Pell.Séc. Bt 100","AZATHIOPRINE MYLAN 50mg Comp.Pell.Séc. Bt 100","AZATHIOPRINE MYLAN","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"514","AZEAL 0.05% Collyre Fl 6ml","AZEAL 0.05% Collyre Fl 6ml","AZEAL","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"515","AZITHROCINE 250 250mg Gél. Bt 6","AZITHROCINE 250 250mg Gél. Bt 6","AZITHROCINE 250","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"516","AZITRAL 500mg Comp.Pell. Bt 3","AZITRAL 500mg Comp.Pell. Bt 3","AZITRAL","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"517","AZITROMIN DUO 500mg Comp.Pell.Séc. Bt 2","AZITROMIN DUO 500mg Comp.Pell.Séc. Bt 2","AZITROMIN DUO","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"518","AZITROMIN TRIO 500mg Comp.Pell.Séc. Bt 3","AZITROMIN TRIO 500mg Comp.Pell.Séc. Bt 3","AZITROMIN TRIO","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"519","AZIX 1500mg/37.5ml Pdre.P.Susp.Or. Fl 37.5ml","AZIX 1500mg/37.5ml Pdre.P.Susp.Or. Fl 37.5ml","AZIX","1500mg/37.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"520","AZIX 500mg Comp.Pell. Bt 3","AZIX 500mg Comp.Pell. Bt 3","AZIX","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"521","AZIX 600 40mg/ml Pdre.Susp.Or. Fl 15ml","AZIX 600 40mg/ml Pdre.Susp.Or. Fl 15ml","AZIX 600","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"522","AZIX 900 40mg/ml Pdre.Susp.Or. Fl 22.5ml","AZIX 900 40mg/ml Pdre.Susp.Or. Fl 22.5ml","AZIX 900","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"523","AZOPT 1% Collyre Fl 5ml","AZOPT 1% Collyre Fl 5ml","AZOPT","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"524","AZRO 1500mg/37.5ml (40mg/ml) Pdre.P.Susp.Or. Fl 37.5ml","AZRO 1500mg/37.5ml (40mg/ml) Pdre.P.Susp.Or. Fl 37.5ml","AZRO","1500mg/37.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"525","AZRO 500mg Comp.Pell. Bt 3","AZRO 500mg Comp.Pell. Bt 3","AZRO","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"526","AZRO 600mg 40mg/ml Pdre.P.Susp.Or. Fl 15ml","AZRO 600mg 40mg/ml Pdre.P.Susp.Or. Fl 15ml","AZRO","600mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"527","AZRO 900mg 40mg/ml Pdre.P.Susp.Or. Fl 22.5ml","AZRO 900mg 40mg/ml Pdre.P.Susp.Or. Fl 22.5ml","AZRO","900mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"528","AZYTER 15mg/gr Collyre Monodose Bt 6 Récipients Unidoses/ 0.25gr","AZYTER 15mg/gr Collyre Monodose Bt 6 Récipients Unidoses/ 0.25gr","AZYTER","15mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"529","B12 INJECT 1000µg/ml Sol.Inj. Bt 50Amp./1ml","B12 INJECT 1000µg/ml Sol.Inj. Bt 50Amp./1ml","B12 INJECT 1000µg/ml Sol.Inj. Bt 50Amp./","1ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"530","BACTALL 500mg Comp.Pell.Séc. Bt 14","BACTALL 500mg Comp.Pell.Séc. Bt 14","BACTALL","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"531","BACTEKOD 240mg/5ml Susp.Or. Fl 100ml","BACTEKOD 240mg/5ml Susp.Or. Fl 100ml","BACTEKOD","240mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"532","BACTICID 0.1% Sol. Usage Ext. Fl 125ml","BACTICID 0.1% Sol. Usage Ext. Fl 125ml","BACTICID","0.1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"533","BACTRIM 480mg Comp.Séc. Bt 20","BACTRIM 480mg Comp.Séc. Bt 20","BACTRIM","480mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"534","BACTRIM FORTE 960mg Comp.Séc. Bt 10","BACTRIM FORTE 960mg Comp.Séc. Bt 10","BACTRIM FORTE","960mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"535","BACTRIM Nourr.Enf 240mg/5ml Susp.Buv. Fl 100ml","BACTRIM Nourr.Enf 240mg/5ml Susp.Buv. Fl 100ml","BACTRIM Nourr.Enf","240mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"536","BACTROBAN Pde.Derm. Tb 15gr","BACTROBAN Pde.Derm. Tb 15gr","BACTROBAN Pde.Derm. Tb","15g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"537","BASDENE 25mg Comp. Bt 50","BASDENE 25mg Comp. Bt 50","BASDENE","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"538","BASEAL 5mg/ml Gel Derm. Tb 30gr","BASEAL 5mg/ml Gel Derm. Tb 30gr","BASEAL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"539","BASEAL 5mg/ml Sol.Ext. Fl 125ml","BASEAL 5mg/ml Sol.Ext. Fl 125ml","BASEAL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"540","BAUME AROMA Crème Derm.Tb 50gr","BAUME AROMA Crème Derm.Tb 50gr","BAUME AROMA Crème Derm.Tb","50g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"541","BAUME CALMOL ADULTES Baume Tb 60gr","BAUME CALMOL ADULTES Baume Tb 60gr","BAUME CALMOL ADULTES Baume Tb","60g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"542","BECLO-ASMA 250µg Aérosol Fl 200Doses","BECLO-ASMA 250µg Aérosol Fl 200Doses","BECLO-ASMA","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"543","BECLOJET 250 250µg Sol.P.Inhal. Fl 200Doses","BECLOJET 250 250µg Sol.P.Inhal. Fl 200Doses","BECLOJET","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"544","BECLOSPIN 400µg/ml Susp.P.Inh. Bt 20 Récipients unidose","BECLOSPIN 400µg/ml Susp.P.Inh. Bt 20 Récipients unidose","BECLOSPIN","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"545","BECLOSPIN 800µg/2ml Susp.P.Inh. Bt 20 Récipients unidose","BECLOSPIN 800µg/2ml Susp.P.Inh. Bt 20 Récipients unidose","BECLOSPIN 800µg/","2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"546","BEDELIX 3gr Pdre.P.Susp.Or Bt 30Sach.","BEDELIX 3gr Pdre.P.Susp.Or Bt 30Sach.","BEDELIX","3g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"547","BELIFAX 10mg Gél. Fl 14","BELIFAX 10mg Gél. Fl 14","BELIFAX","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"548","BELIFAX 10mg Gél. Fl 28","BELIFAX 10mg Gél. Fl 28","BELIFAX","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"549","BELIFAX 20mg Gél. Fl 14","BELIFAX 20mg Gél. Fl 14","BELIFAX","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"550","BELIFAX 20mg Gél. Fl 28","BELIFAX 20mg Gél. Fl 28","BELIFAX","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"551","BELIFAX 20mg Gél. Fl 7","BELIFAX 20mg Gél. Fl 7","BELIFAX","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"552","BENZOSEPT Collyre Fl 5ml","BENZOSEPT Collyre Fl 5ml","BENZOSEPT Collyre Fl","5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"553","BERCUM 200µg/Dose Sol.P.Inhl. Fl 200Doses","BERCUM 200µg/Dose Sol.P.Inhl. Fl 200Doses","BERCUM","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"554","BERIATE 250UI Pdre. P. Sol. Inj. Bt 1Fl Pdre+Solv+Set de Transfert (F)","BERIATE 250UI Pdre. P. Sol. Inj. Bt 1Fl Pdre+Solv+Set de Transfert (F)","BERIATE","250UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"555","BERIATE 500UI Pdre.P.Sol.Inj. Bt 1Fl Pdre +Solv +Set de Transfert (F)","BERIATE 500UI Pdre.P.Sol.Inj. Bt 1Fl Pdre +Solv +Set de Transfert (F)","BERIATE","500UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"556","BERLTHYROX 100µg Comp.Séc. Bt 100","BERLTHYROX 100µg Comp.Séc. Bt 100","BERLTHYROX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"557","BERLTHYROX 150µg Comp.Séc. Bt 100","BERLTHYROX 150µg Comp.Séc. Bt 100","BERLTHYROX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"558","BERLTHYROX 150µg Comp.Séc. Bt 50","BERLTHYROX 150µg Comp.Séc. Bt 50","BERLTHYROX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"559","BERLTHYROX 50µg Comp.Séc. Bt 100","BERLTHYROX 50µg Comp.Séc. Bt 100","BERLTHYROX","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"560","BETACOL LP 2% Collyre Fl 3ml","BETACOL LP 2% Collyre Fl 3ml","BETACOL LP","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"561","BETACORT 0.5mg/ml Gttes.Buv. Fl 30ml","BETACORT 0.5mg/ml Gttes.Buv. Fl 30ml","BETACORT","0.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"562","BETADINE 10% Gel Derm. Tb 30gr","BETADINE 10% Gel Derm. Tb 30gr","BETADINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"563","BETADINE 10% Sol. Buccal Fl 125ml","BETADINE 10% Sol. Buccal Fl 125ml","BETADINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"564","BETADINE 10% Sol. Gynéco. Fl 125ml","BETADINE 10% Sol. Gynéco. Fl 125ml","BETADINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"565","BETADINE 10% Sol.Ext. Fl 125ml","BETADINE 10% Sol.Ext. Fl 125ml","BETADINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"566","BETADINE SCRUB 4% Sol. Ext. Fl 500ml","BETADINE SCRUB 4% Sol. Ext. Fl 500ml","BETADINE SCRUB","4%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"567","BETADINE SCRUB 4% Sol.Ext. Fl 125ml","BETADINE SCRUB 4% Sol.Ext. Fl 125ml","BETADINE SCRUB","4%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"568","BETAFERON 250µg/ml Pdre.P.Prép.Inj. Bt 15Unidoses+Ser.+Adaptateur+2Tampons","BETAFERON 250µg/ml Pdre.P.Prép.Inj. Bt 15Unidoses+Ser.+Adaptateur+2Tampons","BETAFERON","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"569","BETAGAM 8mg Comp. Bt 90","BETAGAM 8mg Comp. Bt 90","BETAGAM","8mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"570","BETANYL 5mg/2ml Sol.P.Inhal. Bt 5Sachets de 10 Unidoses/2ml","BETANYL 5mg/2ml Sol.P.Inhal. Bt 5Sachets de 10 Unidoses/2ml","BETANYL","5mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"571","BETASALIC 0.05%/3% Pde.Derm. Tb 15gr","BETASALIC 0.05%/3% Pde.Derm. Tb 15gr","BETASALIC","0.05%/3%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"572","BETASALIC Lotion Fl 30gr","BETASALIC Lotion Fl 30gr","BETASALIC Lotion Fl","30g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"573","BETASEPTINE 10% Sol.Ext. Fl 125ml","BETASEPTINE 10% Sol.Ext. Fl 125ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"574","BETASEPTINE 10% Sol.Ext. Fl 20ml","BETASEPTINE 10% Sol.Ext. Fl 20ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"575","BETASEPTINE 10% Sol.Ext. Fl 500ml","BETASEPTINE 10% Sol.Ext. Fl 500ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"576","BETASEPTINE 10% Sol.Gyn. Fl 125ml","BETASEPTINE 10% Sol.Gyn. Fl 125ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"577","BETASEPTINE 10% Sol.Gyn. Fl 20ml","BETASEPTINE 10% Sol.Gyn. Fl 20ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"578","BETASEPTINE 10% Sol.Gyn. Fl 500ml","BETASEPTINE 10% Sol.Gyn. Fl 500ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"579","BETASEPTINE 10% Solute Buccal Fl 125ml","BETASEPTINE 10% Solute Buccal Fl 125ml","BETASEPTINE","10%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"580","BETASERC 24mg Comp.Séc. Bt 30","BETASERC 24mg Comp.Séc. Bt 30","BETASERC","24mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"581","BETASONE 0.05% Crème Derm. Tb 15gr","BETASONE 0.05% Crème Derm. Tb 15gr","BETASONE","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"582","BETASONE 0.05% Pde.Derm. Tb 15gr","BETASONE 0.05% Pde.Derm. Tb 15gr","BETASONE","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"583","BETASTENE 0.5mg/ml Gttes.Buv. Fl 30ml","BETASTENE 0.5mg/ml Gttes.Buv. Fl 30ml","BETASTENE","0.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"584","BETOPTIC 0.5% Collyre Fl 3ml","BETOPTIC 0.5% Collyre Fl 3ml","BETOPTIC","0.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"585","BI-AMDOL 37.5mg/325mg Gél. Bt 20","BI-AMDOL 37.5mg/325mg Gél. Bt 20","BI-AMDOL","37.5mg/325mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"586","BI-SPIRAZOL Comp.Pell. Bt 10","BI-SPIRAZOL Comp.Pell. Bt 10","BI-SPIRAZOL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"587","BI-SPIRAZOL Comp.Pell. Bt 20","BI-SPIRAZOL Comp.Pell. Bt 20","BI-SPIRAZOL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"588","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 10","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 10","BI-SPIROGYL","1.5MUI/250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"589","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 20","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 20","BI-SPIROGYL","1.5MUI/250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"590","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 500","BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 500","BI-SPIROGYL","1.5MUI/250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"591","BI-THERAPRIL 10mg/2.5mg Comp. Bt 30","BI-THERAPRIL 10mg/2.5mg Comp. Bt 30","BI-THERAPRIL","10mg/2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"592","BI-THERAPRIL 5mg/1.25mg Comp. Bt 30","BI-THERAPRIL 5mg/1.25mg Comp. Bt 30","BI-THERAPRIL","5mg/1.25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"593","BI-TIAPRAM 200mg Comp séc. Bt 20","BI-TIAPRAM 200mg Comp séc. Bt 20","BI-TIAPRAM","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"594","BI-TILDIEM 90mg Comp.LP.Bt 28","BI-TILDIEM 90mg Comp.LP.Bt 28","BI-TILDIEM","90mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"595","BIAFINE Emulsion Tb 186gr","BIAFINE Emulsion Tb 186gr","BIAFINE Emulsion Tb","186g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"596","BIAFINE Emulsion Tb 93gr","BIAFINE Emulsion Tb 93gr","BIAFINE Emulsion Tb","93g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"597","BICAMIDE 50mg Comp.Pell. Bt 28","BICAMIDE 50mg Comp.Pell. Bt 28","BICAMIDE","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"598","BICARBONATE MONOSODIQUE 1.4% Sol.Inj.P.Perf. Fl 500ml","BICARBONATE MONOSODIQUE 1.4% Sol.Inj.P.Perf. Fl 500ml","BICARBONATE MONOSODIQUE","1.4%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"599","BICLAVOR 500mg/62.5mg Comp.Pell. Bt 48","BICLAVOR 500mg/62.5mg Comp.Pell. Bt 48","BICLAVOR","500mg/62.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"600","BIFOR 10 10mg Comp.Pell. Bt 10","BIFOR 10 10mg Comp.Pell. Bt 10","BIFOR 10","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"601","BIFOR 10 10mg Comp.Pell. Bt 4","BIFOR 10 10mg Comp.Pell. Bt 4","BIFOR 10","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"602","BIFOR 20 20mg Comp.Pell. Bt 10","BIFOR 20 20mg Comp.Pell. Bt 10","BIFOR 20","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"603","BIFOR 20 20mg Comp.Pell. Bt 4","BIFOR 20 20mg Comp.Pell. Bt 4","BIFOR 20","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"604","BIOGYL 1.5MUI/250mg Comp.Pell.Séc. Bt 10","BIOGYL 1.5MUI/250mg Comp.Pell.Séc. Bt 10","BIOGYL","1.5MUI/250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
