brand_name,inn_raw,full_text,strength
TASIGNA,,TASIGNA 200mg Gél. Bt 28,200mg
TAVACET,,TAVACET 500 5mg/ml Sol.Inj.P.Perf. Bt 6 Fl/100ml,5mg
TAVAFLOX,,TAVAFLOX 500mg Comp.Pell.Séc. Bt 10,500mg
TAVAFLOX,,TAVAFLOX 500mg Comp.Pell.Séc. Bt 5,500mg
TAVANIC,,TAVANIC 500mg Comp.Pell. Bt 10,500mg
TAVANIC,,TAVANIC 500mg Comp.Pell. Bt 5,500mg
TAVASTOR,,TAVASTOR 10mg Comp.Pell. Fl 30,10mg
TAVASTOR,,TAVASTOR 10mg Comp.Pell. Fl 90,10mg
TAVASTOR,,TAVASTOR 20mg Comp.Pell.Séc. Fl 30,20mg
TAVASTOR,,TAVASTOR 20mg Comp.Pell.Séc. Fl 90,20mg
TAVASTOR,,TAVASTOR 40mg Comp.Pell. Fl 30,40mg
TAVASTOR,,TAVASTOR 40mg Comp.Pell. Fl 90,40mg
TAVASTOR,,TAVASTOR 80mg Comp.Pell. Fl 30,80mg
TAVER,,TAVER 200mg Comp. Bt 50,200mg
TAZAR,,TAZAR 160mg Comp.Pell.Séc. Bt 30,160mg
TAZAR,,TAZAR 80mg Comp.Pell.Séc. Bt 30,80mg
TAZIDINOL,,TAZIDINOL 20mg Comp Pell. Bt 60,20mg
TAZOBACT,,TAZOBACT 2gr/250mg Pdre.P.Prép.Inj. Bt 1Fl/20ml,2g
TAZOBACT,,TAZOBACT 4gr/500mg Pdre.P.Prép.Inj. Bt 1Fl/20ml,4g
TAZOCILLINE,,TAZOCILLINE 4g/500mg Pdre.P.Prép.Inj. Bt 1Fl SS,4g
TECFIDERA,,TECFIDERA 120mg Gél.Gastro-résist. Bt 14,120mg
TECFIDERA,,TECFIDERA 240mg Gél.Gastro-résist. Bt 56,240mg
TEDEMA,,TEDEMA 25mg Comp.Pell. Bt 30,25mg
TEDEMA,,TEDEMA 50mg Comp.Pell. Bt 30,50mg
TEDEMA,,TEDEMA LP 37.5mg Gél. LP Bt 30,5mg
TEFANYL,,TEFANYL 1mg Comp.Enr. Bt 60,1mg
TEGOZOL,,TEGOZOL 100mg Gél. Bt 5,100mg
TEGOZOL,,TEGOZOL 20mg Gél. Bt 5,20mg
TEGOZOL,,TEGOZOL 250mg Gél. Bt 5,250mg
TEGOZOL,,TEGOZOL 5mg Gél. Bt 5,5mg
TEGRETOL,,TEGRETOL 2% Susp.Buv. Fl 250ml,250ml
TEGRETOL,,TEGRETOL LP 200mg Comp.Séc. LP Bt 50,200mg
TEGRETOL,,TEGRETOL LP 400mg Comp. LP Bt 30,400mg
TEICO,,TEICO 200mg Pdre.P.Prép.Inj. Bt 10Fl,200mg
TEICO,,TEICO 200mg Pdre.P.Prép.Inj. Bt 1Fl+Solv./3.2ml,200mg
TEICO,,TEICO 400mg Pdre.P.Prép.Inj. Bt 10Fl,400mg
TEICO,,TEICO 400mg Pdre.P.Prép.Inj. Bt 1Fl+Solv./3.2ml,400mg
TEINTURE,,TEINTURE MERES Fl 125ml,125ml
TEINTURES,,TEINTURES MERES MACERAT GLYCERINE Fl 250ml,250ml
TELEBRIX,,TELEBRIX 35 Sol.Inj. Fl 100ml,100ml
TELEBRIX,,TELEBRIX 35 Sol.Inj. Fl 50ml,50ml
TELFAST,,TELFAST 120mg Comp.Pell. Bt 15,120mg
TELFAST,,TELFAST 180mg Comp.Enr. Bt 15,180mg
TELMISARTAN,,TELMISARTAN MYLAN 40mg Comp. Bt 30,40mg
TELMISARTAN,,TELMISARTAN MYLAN 80mg Comp. Bt 30,80mg
TELMYCOR,,TELMYCOR 40mg Comp. Bt 30,40mg
TELMYCOR,,TELMYCOR 80mg Comp. Bt 30,80mg
TELMYCOR,,TELMYCOR PLUS 40mg/12.5mg Comp. Bt 30,40mg
TELMYCOR,,TELMYCOR PLUS 80mg/12.5mg Comp. Bt 30,80mg
TELMYCOR,,TELMYCOR PLUS 80mg/25mg Comp. Bt 30,80mg
TEMESTA,,TEMESTA 1mg Comp.Séc. Bt 30,1mg
TEMESTA,,TEMESTA 2.5mg Comp.Séc. Bt 30,5mg
TENAR,,TENAR 0.2mg Comp.Pell. Bt 30,2mg
TENAR,,TENAR 0.4mg Comp.Pell. Bt 30,4mg
TENDINYL,,TENDINYL 100mg Suppo. Bt 10,100mg
TENDINYL,,TENDINYL 25mg Gél. Bt 30,25mg
TENDINYL,,TENDINYL 25mg Gél. Bt 500,25mg
TENDINYL,,TENDINYL 50mg Suppo. Bt 10,50mg
TENDINYL,,TENDINYL 50mg Suppo. Bt 100,50mg
TENORDATE,,TENORDATE Gél. Bt 30,N/A
TENORETIC,,"TENORETIC 50mg/12,5mg Comp pell. Bt 30",50mg
TENORMINE,,TENORMINE 100mg Comp.Séc. Bt 28,100mg
TENSIOL,,TENSIOL 200mg Comp.Pell. Bt 30,200mg
TENSIOL,,TENSIOL 400mg Comp.Pell. Bt 30,400mg
TENSIOVALS,,TENSIOVALS 160 160mg Comp.Pell. Bt 30,160mg
TENSIOVALS,,TENSIOVALS 80 80mg Comp.Pell. Bt 30,80mg
TENSIOVALS,,TENSIOVALS DUO 10mg/160mg Comp.Pell. Bt 30,10mg
TENSIOVALS,,TENSIOVALS DUO 5mg/160mg Comp.Pell. Bt 30,5mg
TENSIOVALS,,TENSIOVALS DUO 5mg/80mg Comp.Pell. Bt 30,5mg
TENSOPRIL,,TENSOPRIL 25mg Comp. Bt 30,25mg
TENSOPRIL,,TENSOPRIL 25mg Comp. Bt 375,25mg
TENSOPRIL,,TENSOPRIL 50mg Comp. Bt 30,50mg
TENSOPRIL,,TENSOPRIL 50mg Comp. Bt 300,50mg
TENSYNEL,,TENSYNEL 10mg Gél. Bt 30,10mg
TENSYNEL,,TENSYNEL 10mg Gél. Bt 90,10mg
TENSYNEL,,TENSYNEL 5mg Gél. Bt 30,5mg
TENSYNEL,,TENSYNEL 5mg Gél. Bt 90,5mg
TERALITHE,,TERALITHE 250mg Comp.Séc Bt 100,250mg
TERBISIL,,TERBISIL 1% Crème Derm. Tb 15gr,15g
TERBISIL,,TERBISIL 250mg Comp.Séc.Bt 14,250mg
TERBUTALINE,,TERBUTALINE SIMED 1.5mg/5ml Sirop Fl 300ml,5mg
TERCYD,,TERCYD 1% Crème Derm. Tb 15gr,15g
TERCYD,,TERCYD 1% Sol.P.Application Cutanée Fl 30ml,30ml
TERCYD,,TERCYD 250mg Comp.Séc. Bt 15,250mg
TERCYD,,TERCYD 250mg Comp.Séc. Bt 30,250mg
TERGYNAN,,TERGYNAN Comp gyn Bt 10,N/A
TEROS,,TEROS 10mg Comp.Pell. Bt 4,10mg
TEROS,,TEROS 10mg Comp.Pell. Bt 8,10mg
TEROS,,TEROS 20mg Comp.Pell. Bt 4,20mg
TEROS,,TEROS 20mg Comp.Pell. Bt 8,20mg
TEROS,,TEROS 5mg Comp.Pell. Bt 30,5mg
TETAGAM,F,TETAGAM P 250UI Sol. Inj. Bt 10 Ser/1ml (F),250UI
TETAGAM,F,TETAGAM P 250UI Sol.Inj. Bt 1Ser/1ml (F),250UI
TETANUS,F,TETANUS GAMMA 250UI Inj. Bt 1 Ser. Pré-remplie/1ml (F),250UI
TETRADOX,,TETRADOX 100mg Comp Bt 10,100mg
TETRADOX,,TETRADOX 200mg Comp.Séc. Bt 10,200mg
TETRALYSAL,,TETRALYSAL 300mg Gél. Bt 28,300mg
TETRAXIM,F,TETRAXIM Susp.Inj. Bt 1Ser./0.5ml/1Dose (F),5ml
THEOPHYLLINE,,THEOPHYLLINE ADULTE Supp 350mg Bt 10,350mg
THEOPHYLLINE,,THEOPHYLLINE LP. 100mg Gél.Ret. Bt 600,100mg
THERACELL,,THERACELL 50mg Comp.Pell. Bt 60,50mg
THERACELL,,THERACELL 70mg Comp.Pell. Bt 60,70mg
THERAGLOR,,THERAGLOR 90mg Comp.Pell. Bt 60,90mg
THERAPRIL,,THERAPRIL 10mg Comp. Bt 30,10mg
THERAPRIL,,THERAPRIL 5mg Comp.Séc. Bt 30,5mg
THIOBACTIN,,THIOBACTIN 500mg Comp.Enr. Bt 24,500mg
THIOMED,,THIOMED 4mg Sol.Inj Bt 6/2ml,4mg
THIOMED,,THIOMED 4mg Sol.Inj. Bt 6/2ml,4mg
THIOVALONE,,"THIOVALONE 0,333% Collutoire Fl/12ml /66 Doses",12ml
THYMOGLOBULINE,F,THYMOGLOBULINE 25mg/5ml Pdre.Prép.Inj. Bt 1Fl+Solv./5ml (F),25mg
THYMOREG,,THYMOREG 100 100mg Comp.Disp. Bt 30,100mg
THYMOREG,,THYMOREG 100 100mg Comp.Disp. Bt 60,100mg
THYMOREG,,THYMOREG 200 200mg Comp.Disp. Bt 30,200mg
THYMOREG,,THYMOREG 200 200mg Comp.Disp. Bt 60,200mg
THYMOREG,,THYMOREG 25 25mg Comp.Disp. Bt 30,25mg
THYMOREG,,THYMOREG 25 25mg Comp.Disp. Bt 60,25mg
THYMOREG,,THYMOREG 50 50mg Comp.Disp. Bt 30,50mg
THYMOREG,,THYMOREG 50 50mg Comp.Disp. Bt 60,50mg
THYRO-4,,THYRO-4 100µg Comp.Séc. Fl 100,100µg
THYROFIX,,THYROFIX 25µg Comp. Bt 30,25µg
THYROFIX,,THYROFIX 75µg Comp. Bt 30,75µg
THYROZOL,,THYROZOL 10mg Comp.Pell. Bt 30,10mg
THYROZOL,,THYROZOL 5mg Comp.Pell. Bt 30,5mg
TIAGAM,,TIAGAM 100mg Comp.Séc.Disper. Bt 30,100mg
TIAGAM,,TIAGAM 200mg Comp.Séc. Disper.Bt 20,200mg
TIAPRAM,,TIAPRAM 100mg Comp Séc. Bt 30,100mg
TIAPRIDAL,,TIAPRIDAL 100mg Comp.Séc. Bt 20,100mg
TIAPRIDAL,,TIAPRIDAL 100mg Sol.Inj. Bt 12/2ml,100mg
TILDIEM,,TILDIEM 60mg Comp. Bt 30,60mg
TILL,,TILL Sol.Ext. Fl 200ml,200ml
TINASIL,,TINASIL 1% Crème Derm. Tb 15gr,15g
TINASIL,,TINASIL 250mg Comp. Bt 10,250mg
TIORFAN,,TIORFAN 100mg Gél Bt 20,100mg
TIORFAN,,TIORFAN ENFANT 30mg Pdre.P.Sol.Or. Bt 30 Sachets,30mg
TIORFAN,,TIORFAN NOURRISSON 10mg Pdre.P.Sol.Or. Bt 16 Sachets,10mg
TIORTEC,,TIORTEC Ad. 100mg Gél. Bt 20,100mg
TIORTEC,,TIORTEC ENFANT 30mg Pdre.P.Sol.Or. Bt 30,30mg
TIORTEC,,TIORTEC NOURRISSONS 10mg Pdre.P.Sol.Or. Bt 16,10mg
TOBRACOL,,TOBRACOL 0.3% Collyre Fl 5ml,5ml
TOBRACOL,,TOBRACOL 3M 0.3% Collyre Fl 5ml,5ml
TOBRACORT,,TOBRACORT 3M Collyre Fl 5ml,5ml
TOBRACORT,,TOBRACORT Collyre Fl 5ml,5ml
TOBRADEX,,TOBRADEX 100mg/300mg Collyre Fl 5ml,100mg
TOBRADEX,,TOBRADEX Collyre Fl 5ml,5ml
TOBRADEX,,TOBRADEX Pde.Opht. Tb 3.5gr,5g
TOBREX,,TOBREX 0.3% Collyre Fl 5ml,5ml
TOMYCOSE,,TOMYCOSE 1% Lotion Fl 25ml,25ml
TONICALCIUM,,TONICALCIUM Ad. Amp.Buv. Bt 20/10ml,10ml
TONICALCIUM,,TONICALCIUM Enf. Amp.Buv. Bt 20/5ml,5ml
TONUCAL,,TONUCAL 500mg Comp. à Croquer Bt 30,500mg
TONUCAL,,TONUCAL 500mg Comp. à Croquer Bt 360,500mg
TOPLEXIL,,TOPLEXIL Sirop Fl 150ml,150ml
TORENTAL,,TORENTAL 400mg Comp. LP Bt 20,400mg
TORRAL,,TORRAL LP 400mg Comp.Pell. LP Bt 400,400mg
TORVA,,TORVA 10mg Comp.Pell. Bt 30,10mg
TORVA,,TORVA 10mg Comp.Pell. Bt 60,10mg
TORVA,,TORVA 10mg Comp.Pell. Bt 90,10mg
TORVA,,TORVA 20mg Comp.Pell. Bt 30,20mg
TORVA,,TORVA 20mg Comp.Pell. Bt 60,20mg
TORVA,,TORVA 20mg Comp.Pell. Bt 90,20mg
TORVA,,TORVA 40 40mg Comp.Pell. Bt 30,40mg
TORVA,,TORVA 40 40mg Comp.Pell. Bt 90,40mg
TORVA,,TORVA 40mg Comp.Pell. Bt 60,40mg
TORVA,,TORVA 80mg Comp.Pell. Bt 30,80mg
TOT'HEMA,,TOT'HEMA Sol.Buv. Bt 20Amp/10ml,10ml
TOUFILEX,,TOUFILEX Adulte Suppo. Bt 8,N/A
TOUFILEX,,TOUFILEX Enfant Suppo. Bt 8,N/A
TOUJEO,F,TOUJEO SOLOSTAR 300Unités/ml Sol.Inj. Bt 3Stylos /1.5ml (F),5ml
TRACLEER,,TRACLEER 125mg Comp.Pell. Bt 56,125mg
TRACLEER,,TRACLEER 62.5mg Comp.Pell. Bt 56,5mg
TRAJENTA,,TRAJENTA 5mg Comp.Pell. Bt 28,5mg
TRAMADIS,,TRAMADIS 100mg/2ml Sol.Inj. Bt 5/2ml,100mg
TRAMADIS,,TRAMADIS 50mg Gél. Bt 10,50mg
TRAMAL,,TRAMAL 100mg Sol.Inj. Bt 5/2ml,100mg
TRAMAL,,TRAMAL 100mg Suppo. Bt 5,100mg
TRAMAL,,TRAMAL 100mg/ml Gttes.Buv. Fl 10ml,100mg
TRAMAL,,TRAMAL 50mg Gél. Bt 10,50mg
TRAMAL,,TRAMAL RETARD 100mg Comp. LP Bt 10,100mg
TRANSITON,,TRANSITON 10gr Pdre.P.Sol.Or. Bt 20 Sach.,10g
TRANSITON,,TRANSITON ADULTE 10g Pdre.P.Sol.Or. Bt 14 Sach.,10g
TRANSITON,,TRANSITON ENFANT 4gr Pdre.P.Sol.Or. Bt 20 Sach.,4g
TRANXENE,,TRANXENE 10mg Gél. Bt 30,10mg
TRAVATAN,,TRAVATAN 40µg/ml Collyre Fl 2.5ml,40µg
TREXAM,,TREXAM 500mg Pdre.P.Prép.Inj. Bt 1Fl de lyophilisat,500mg
TRI-B,,TRI-B Comp.Enr. Bt 30,N/A
TRI-B,,TRI-B Comp.Enr. Bt 500,N/A
TRIATEC,,TRIATEC 10mg Comp.Séc. Bt 28,10mg
TRIATEC,,TRIATEC 10mg Comp.Séc. Bt 30,10mg
TRIATEC,,TRIATEC 2.5mg Comp.Séc. Bt 30,5mg
TRIATEC,,TRIATEC 5mg Comp.Séc. Bt 28,5mg
TRIATEC,,TRIATEC 5mg Comp.Séc. Bt 30,5mg
TRICIDINE,,TRICIDINE 2% Crème Derm. Tb 15gr,15g
TRICIDINE,,TRICIDINE 2% Pde.Derm. Tb 15gr,15g
TRICLOBACTER,,TRICLOBACTER 1% Sol.Ext. Fl 400ml,400ml
TRICLOSAN,,TRICLOSAN 1% Pdre.Us.Ext. Fl 80gr,80g
TRIFED,,TRIFED PLUS Comp.Séc. Bt 20,N/A
TRIFLUCAN,,TRIFLUCAN 100 100mg Gél. Bt 60,100mg
TRIFLUCAN,,TRIFLUCAN 200 200mg Gél. Bt 30,200mg
TRIMAX,,TRIMAX 500 500mg Comp.Pell.Séc. Bt 3,500mg
TRIMAX,,TRIMAX UNO 500mg Comp.Pell.Séc. Bt 2,500mg
TRIMEDINE,,TRIMEDINE OPALIA 100mg Gél. Bt 30,100mg
TRIPLIXAM,,TRIPLIXAM 10mg/2.5mg/10mg Comp.Pell. Bt 30,10mg
TRIPLIXAM,,TRIPLIXAM 10mg/2.5mg/5mg Comp.Pell. Bt 30,10mg
TRIPLIXAM,,TRIPLIXAM 5mg/1.25mg/10mg Comp.Pell. Bt 30,5mg
TRIPLIXAM,,TRIPLIXAM 5mg/1.25mg/5mg Comp.Pell. Bt 30,5mg
TRITAZIDE,,TRITAZIDE 10mg/12.5mg Comp.Séc. Bt 28,10mg
TRITAZIDE,,TRITAZIDE 10mg/12.5mg Comp.Séc. Bt 30,10mg
TRITAZIDE,,TRITAZIDE 10mg/25mg Comp.Séc. Bt 28,10mg
TRITAZIDE,,TRITAZIDE 10mg/25mg Comp.Séc. Bt 30,10mg
TRITAZIDE,,TRITAZIDE 5mg/25mg Comp.Séc. Bt 28,5mg
TRIVASTAL,,TRIVASTAL 50mg LP Comp. LP Bt 30,50mg
TROMBYL,,TROMBYL 75mg Comp. Fl 100,75mg
TROPHIGIL,,TROPHIGIL Gél. Vaginale Fl 14,N/A
TUBES,,TUBES DOSES,N/A
TUBES,,TUBES GRANULES,N/A
TUNOLOL,,TUNOLOL 0.25% Collyre Bt 15 Ophtadoses/0.45ml,45ml
TUNOLOL,,TUNOLOL 0.25% Collyre Fl 5ml,5ml
TUNOLOL,,TUNOLOL 0.5% Collyre Bt 15 Ophtadoses/0.45ml,45ml
TUNOLOL,,TUNOLOL 0.5% Collyre Fl 5ml,5ml
TUSSIPAX,,TUSSIPAX Ad. Sirop Fl 125ml,125ml
TUSSIPAX,,TUSSIPAX ENFANT Sirop Fl 125ml,125ml
TWYNSTA,,TWYNSTA 40mg/10mg Comp. Bt 28,40mg
TWYNSTA,,TWYNSTA 40mg/5mg Comp. Bt 28,40mg
TWYNSTA,,TWYNSTA 80mg/10mg Comp. Bt 28,80mg
TWYNSTA,,TWYNSTA 80mg/5mg Comp. Bt 28,80mg
TYGACIL,,TYGACIL 50mg Pdre.Prép.Inj. Bt 10 Fl,50mg
TYSABRI,F,TYSABRI 300mg 20mg/ml Sol.Inj.P.Perf. Bt 1Fl/15ml (F),300mg
U-CEF,,U-CEF 250mg Comp.Pell. Fl 14,250mg
U-CEF,,U-CEF 500mg Comp.Pell. Fl 14,500mg
UCIDERM,,UCIDERM 2% Crème Derm. Tb 15gr,15g
UCIDERM,,UCIDERM 2% Pde.Derm. Tb 15gr,15g
UCIDERM,,UCIDERM PLUS Crème Derm. Tb 15gr,15g
ULCAR,,ULCAR 1gr Susp.Orale.Sach. B/30,1g
ULDINE,,ULDINE 20 Comp pell 20mg Bt 30,20mg
ULDINE,,ULDINE 40 40mg Comp.Pell. Bt 30,40mg
ULDINE,,ULDINE 40 40mg Comp.Pell. Bt 360,40mg
ULDINE,,ULDINE 40mg Comp.Pell. Bt 10,40mg
ULTIBRO,,ULTIBRO BREEZHALER 85µg/43µg Pdre.P.Inh.Bucc. Bt 30Gél. +1Inh.,85µg
ULTIVA,,ULTIVA 5mg Pdre/prép.inj. Bt 5 Fl,5mg
ULTRA-LEVURE,,ULTRA-LEVURE 100mg Pdre.P.Sol.Or. Bt 20Sachets,100mg
ULTRA-LEVURE,,ULTRA-LEVURE 200mg Gél. Fl 10,200mg
ULTRA-LEVURE,,ULTRA-LEVURE 200mg Gél. Fl 30,200mg
ULTRA-LEVURE,,ULTRA-LEVURE 56.5mg Gél. Bt 20,5mg
ULTRAVIST,,ULTRAVIST 300mg d'iode/ml Sol Inj Fl/100ml Bt/10,300mg
ULTRAVIST,,ULTRAVIST 300mg d'iode/ml Sol Inj Fl/50ml Bt/10,300mg
ULTRAVIST,,ULTRAVIST 370mg d'iode/ml Sol Inj Fl/100ml Bt/10,370mg
ULTRAVIST,,ULTRAVIST 370mg d'iode/ml Sol.inj. Fl 50ml Bt 10,370mg
UMAN,,UMAN ALBUMIN 200gr/l Sol.Inj. Fl 50ml,200g
UN-ALFA,,UN-ALFA 0.250µg Caps.Molle. Bt 30,250µg
UN-ALFA,,UN-ALFA 0.25µg Caps.Or. Bt 30,25µg
UN-ALFA,,UN-ALFA 1µg Caps.Molle Bt 30,1µg
UN-ALFA,,UN-ALFA 1µg Caps.Or. Bt 30,1µg
UN-ALFA,F,UN-ALFA 1µg Sol.Inj. Bt 10/0.5ml (F),1µg
UN-ALFA,F,UN-ALFA 1µg/0.5ml Sol.Inj. Bt 10 (F),1µg
UNICAINE,,UNICAINE 1% 1% Sol.Inj. Bt 50/10ml,10ml
UNICAINE,,UNICAINE 1% Sol.Inj. Bt 10/5ml,5ml
UNICAINE,,UNICAINE 2% Sol.Inj. Bt 10/5ml,5ml
UNICROM,,UNICROM 2% Collyre Fl 5ml,5ml
UNICROM,,UNICROM 3M 2% Collyre Fl 5ml,5ml
UNICROM,,UNICROM 3M 4% Collyre Fl 5ml,5ml
UNICROM,,UNICROM 4% Collyre Fl 5ml,5ml
UNICROM,,UNICROM OPHTADOSE 2% Collyre Monodose Bt 15 Fl/0.35ml,35ml
UNIDEX,,UNIDEX 4mg Sol.Inj. Bt 10/1ml,4mg
UNIDEX,,UNIDEX 4mg Sol.Inj. Bt 50/1ml,4mg
UNIDEX,,UNIDEX FORT 8mg/2ml Sol.Inj. Bt 1/2ml,8mg
UNIGENTA,,UNIGENTA 0.3% Collyre Fl 5ml,5ml
UNIGENTA,,UNIGENTA 10 10mg Sol.Inj. Bt 2/1ml,10mg
UNIGENTA,,UNIGENTA 160 160mg Sol.Inj. Bt 1/2ml,160mg
UNIGENTA,,UNIGENTA 160 160mg Sol.Inj. Bt 2/2ml,160mg
UNIGENTA,,UNIGENTA 20 20mg Sol.Inj. Bt 2/2ml,20mg
UNIGENTA,,UNIGENTA 40 40mg Sol.Inj. Bt 2/2ml,40mg
UNIGENTA,,UNIGENTA 80 80mg Sol.Inj. Bt 2/2ml,80mg
UNIPHRINE,,UNIPHRINE 0.5% Collyre Fl 5ml,5ml
UNISIA,,UNISIA 8mg/5mg Comp. Bt 30,8mg
UNITAG,,UNITAG 200mg Sol.Inj. Bt 10/2ml,200mg
UPFEN,,UPFEN 200mg Comp.Eff. Tb 2/10,200mg
UPSA,,UPSA C CALCIUM 1gr Comp.Eff. Tb 10,1g
UPSA-C,,UPSA-C 1000mg Comp.Eff. Bt 10,1000mg
URBANYL,,URBANYL 10mg Comp.Séc. Bt 30,10mg
UROREC,,UROREC 4mg Gél. Bt 30,4mg
UROREC,,UROREC 8mg Gél. Bt 30,8mg
UROSINE,,UROSINE 10 10mg Comp.Pell. LP Bt 30,10mg
URPEX,,URPEX 5% Crème Derm. Tb 5gr,5g
URSOBILANE,,URSOBILANE 300mg Gél. Bt 60,300mg
URSOLVAN,,URSOLVAN 200mg Gél. Bt 30,200mg
UTEPLEX,,UTEPLEX 2mg/ml Sol.Buv. Bt 45Amp./2ml,2mg
UTROGESTAN,,UTROGESTAN 200mg Caps. Bt 15,200mg
UVIMAG,,UVIMAG B6 Amp.Buv. C/20/10ml,10ml
V-ZOLEX,,V-ZOLEX 200mg Comp.Pell. Bt 30,200mg
V-ZOLEX,,V-ZOLEX 50mg Comp.Pell. Bt 30,50mg
VAAMOX,,VAAMOX 2gr/200mg Pdre.Prép.Inj. Bt 10Fl SS,2g
VAAMOX,,VAAMOX IV Ad. 1g/200mg Pdre.Prép.Inj. Bt 10,1g
VAAMOX,,VAAMOX IV Adulte 1gr/200mg Pdre.Prép.Inj. Bt 1,1g
VAAMOX,,VAAMOX IV Enf. et Nour. 500mg/50mg Pdre.P.Prép.Inj. Bt 1,500mg
VAAMOX,,VAAMOX IV Enf. et Nour. 500mg/50mg Pdre.Prép.Inj Bt 10,500mg
VAGILEN,,VAGILEN 500mg Ovule Bt 10,500mg
VAINCOR,,VAINCOR 10mg Comp.Pell.Séc. Bt 28,10mg
VAINCOR,,VAINCOR 10mg Comp.Pell.Séc. Bt 91,10mg
VAINCOR,,VAINCOR 5mg Comp.Enr.Séc. Bt 28,5mg
VAINCOR,,VAINCOR 5mg Comp.Pell.Séc. Bt 91,5mg
VAL,,VAL 160mg Comp.Pell. Bt 30,160mg
VAL,,VAL 80mg Comp.Pell.Séc. Bt 30,80mg
VALCYVIR,,VALCYVIR  500mg Comp.Pell. Bt 10,500mg
VALCYVIR,,VALCYVIR 500mg Comp.Pell. Bt 42,500mg
VALECORT,,"VALECORT 0,1% Crème Derm. Tb 10gr",10g
VALECORT,,"VALECORT 0,1% Lotion Fl 15gr",15g
VALECORT,,VALECORT 0.1% Pde. Derm. Tb 10gr,10g
VALECORT,,"VALECORT NEO. 0,1% Crème Derm.Tb 10gr",10g
VALECORT,,"VALECORT NEO. 0,1% Lotion Fl 15gr",15g
VALECORT,,"VALECORT NEO. 0,1% Pde. Derm. Tb 10gr",10g
VALOXINE,,VALOXINE 200mg/ml Sol.Buv. Fl 60ml,200mg
VALOXINE,,VALOXINE 57.64mg/ml Sirop Fl 150ml,64mg
VALPROATE,,VALPROATE DE SODIUM AGUETTANT 400mg/4ml Sol.Inj. Bt 10Amp./4ml,400mg
VALPROATE,,VALPROATE DE SODIUM MYLAN 500mg Comp.Pell.Séc. LP Fl 30,500mg
VALSARTAN,,VALSARTAN ZENTIVA 160mg Comp.Pell.Séc. Bt 30,160mg
VALSARTAN,,VALSARTAN ZENTIVA 80mg Comp.Pell.Séc. Bt 30,80mg
VALUE,,VALUE PLUS 10mg/160mg Comp.Pell. Bt 30,10mg
VALUE,,VALUE PLUS 5mg/160mg Comp.Pell. Bt 30,5mg
VALUE,,VALUE PLUS 5mg/80mg Comp.Pell. Bt 30,5mg
VAMINOLACT,,VAMINOLACT Sol. Inj. P. Perf. Fl 100ml,100ml
VAMINOLACT,,VAMINOLACT Sol.Inj.P.Perf. Fl 500ml,500ml
VANCO,,VANCO 500 500mg Pdre.P.Prép.Inj. Bt 1Fl,500mg
VANCOMED,,VANCOMED 500 500mg Pdre.P.Prép.Inj. Bt 1Fl,500mg
VANCOMYCIN,,VANCOMYCIN HIKMA 1000mg Pdre.P.Prép.Inj. Bt 1Fl,1000mg
VASCOR,,VASCOR 10mg Comp.Enr.Séc. Bt 30,10mg
VASCOR,,VASCOR 20mg Comp.Enr.Séc. Bt 30,20mg
VASCOR,,VASCOR 20mg Comp.Pell.Séc. Bt 90,20mg
VASCOR,,VASCOR 40mg Comp.Pell.Séc. Bt 30,40mg
VASCOR,,VASCOR 40mg Comp.Pell.Séc. Bt 90,40mg
VASELINE,,VASELINE Pde.Derm. Tb 20gr,20g
VASOCARD,,VASOCARD LP 200mg Comp.Séc. LP Bt 30,200mg
VASOCARD,,VASOCARD LP 200mg Comp.Séc. LP Bt 60,200mg
VASOGAZE,,VASOGAZE 100gr Compresse Imprégnée Stérile Bt 1/10cm x10cm,100g
VASOGAZE,,VASOGAZE 100gr Compresse Imprégnée Stérile Bt 10 /10cm x10cm,100g
VASOGAZE,,VASOGAZE Compresse Imprégnée Stérile 10x30cm Bt 10,N/A
VASOTRIM,,VASOTRIM 20mg Comp.Pell. Bt 60,20mg
VASTAREL,,VASTAREL 20mg/ml Gttes.Buv. Fl 60ml,20mg
VASTAREL,,VASTAREL 35mg Comp.Pell. LM Bt 60,35mg
VAXIGRIP,F,VAXIGRIP Susp.Inj. Bt 1Ser./0.5ml (F),5ml
VAXIGRIPTETRA,1Dose,VAXIGRIPTETRA Susp.Inj. Quadrivalent Bt 1Ser.Pré-remplie/0.5ml (1Dose) (F),5ml
VELCADE,,VELCADE 3.5mg Pdre.P.Prép.Inj. Bt 1Fl,5mg
VELITEN,,VELITEN Comp.Pell. Bt 30,N/A
VERAX,,VERAX 5% Gel Derm. Tb 70gr,70g
VERAX,,VERAX AD. 100mg Suppo. Bt 10,100mg
VERAX,,VERAX BLU Collutoire Fl 30ml,30ml
VERAX,,VERAX BLU Soluté Buccal Fl 120ml,120ml
VERAX,,VERAX ENF. 25mg Suppo. Bt 10,25mg
VERAX,,VERAX Gel. derm. 5% Tb 30gr,30g
VERMOX,,VERMOX 100mg/5ml Susp.Or. Fl 30ml,100mg
VERMOZOL,,VERMOZOL 100/5ml Susp.Buv. Fl 30ml,5ml
VESICARE,,VESICARE 10mg Comp.Pell. Bt 30,10mg
VESICARE,,VESICARE 5mg Comp.Pell. Bt 30,5mg
VESSEL,,VESSEL 250ULS Caps.Molle Bt 50,N/A
