brand_name,inn_raw,full_text,strength
APROFORT,,APROFORT 300mg/5mg Comp.Pell. Bt 30,300mg
APROFORT,,APROFORT 300mg/5mg Comp.Pell. Bt 90,300mg
APROKAM,,APROKAM 50mg Pdre. P. Prép. Inj. Bt 10Fl + 10Aig,50mg
APROVASC,,APROVASC 150mg/5mg Comp.Pell. Bt 30,150mg
APROVASC,,APROVASC 300mg/10mg Comp.Pell. Bt 30,300mg
APROVASC,,APROVASC 300mg/5mg Comp.Pell. Bt 30,300mg
APROVEL,,APROVEL 150mg Comp.Pell. Bt 30,150mg
APROVEL,,APROVEL 150mg Comp.Pell. Bt 90,150mg
APROVEL,,APROVEL 300mg Comp.Pell. Bt 30,300mg
APROVEL,,APROVEL 300mg Comp.Pell. Bt 90,300mg
APROZAR,,APROZAR 150mg Comp.Pell. Bt 28,150mg
APROZAR,,APROZAR 150mg Comp.Pell. Bt 30,150mg
APROZAR,,APROZAR 150mg Comp.Pell. Bt 90,150mg
APROZAR,,APROZAR 300mg Comp.Pell. Bt 28,300mg
APROZAR,,APROZAR 300mg Comp.Pell. Bt 30,300mg
APROZAR,,APROZAR 300mg Comp.Pell. Bt 90,300mg
APYREX,,APYREX PEDIATRIQUE 3% Susp.Buv. Fl 90ml,90ml
APYROSIS,,APYROSIS Nour. Susp.Buv. Fl 150ml,150ml
APYROSIS,,APYROSIS Susp.Buv. Bt 24 Sachets-dose/10ml,10ml
APYROSIS,,APYROSIS Susp.Buv. Fl 250ml,250ml
ARACYTINE,,ARACYTINE 1gr Pdre.P.Prép.Inj. Bt 1Fl,1g
ARADEUX,,ARADEUX 150mg Comp.Pell. Bt 30,150mg
ARADEUX,,ARADEUX 150mg Comp.Pell. Bt 90,150mg
ARADEUX,,ARADEUX 300mg Comp.Pell. Bt 30,300mg
ARADEUX,,ARADEUX 300mg Comp.Pell. Bt 90,300mg
ARADEUX,,ARADEUX PLUS 150/5 150mg/5mg Comp.Pell. Bt 30,150mg
ARADEUX,,ARADEUX PLUS 150/5 150mg/5mg Comp.Pell. Bt 90,150mg
ARADEUX,,ARADEUX PLUS 300/10 300mg/10mg Comp.Pell. Bt 30,300mg
ARADEUX,,ARADEUX PLUS 300/5 300mg/5mg Comp.Pell. Bt 30,300mg
ARADEUX,,ARADEUX PLUS 300/5 300mg/5mg Comp.Pell. Bt 90,300mg
ARADEUX,,ARADEUX PLUS 300mg/10mg Comp.Pell. Bt 90,300mg
ARALEAD,,ARALEAD 16mg Comp.Pell.Séc. Bt 30,16mg
ARALEAD,,ARALEAD 16mg Comp.Pell.Séc. Bt 90,16mg
ARALEAD,,ARALEAD 4mg Comp.Pell.Séc. Bt 30,4mg
ARALEAD,,ARALEAD 4mg Comp.Pell.Séc. Bt 90,4mg
ARALEAD,,ARALEAD 8mg Comp.Pell.Séc. Bt 30,8mg
ARALEAD,,ARALEAD 8mg Comp.Pell.Séc. Bt 90,8mg
ARALEAD,,ARALEAD PLUS 16mg/12.5mg Comp.Pell.Séc. Bt 30,16mg
ARALEAD,,ARALEAD PLUS 16mg/12.5mg Comp.Pell.Séc. Bt 90,16mg
ARALEAD,,ARALEAD PLUS 8mg/12.5mg Comp.Pell.Séc. Bt 30,8mg
ARALEAD,,ARALEAD PLUS 8mg/12.5mg Comp.Pell.Séc. Bt 90,8mg
ARAVA,,ARAVA 100mg Comp pell. Bt 3,100mg
ARAVA,,ARAVA 10mg Comp.Pell. Fl 30,10mg
ARAVA,,ARAVA 20mg Comp.Pell. Fl 30,20mg
ARAVEN,,ARAVEN 150mg Comp.Pell. Bt 30,150mg
ARAVEN,,ARAVEN 150mg Comp.Pell. Bt 90,150mg
ARAVEN,,ARAVEN 300mg Comp.Pell. Bt 30,300mg
ARAVEN,,ARAVEN 300mg Comp.Pell. Bt 90,300mg
ARAVEN,,ARAVEN IC 150mg/5mg Comp.Pell. Bt 28,150mg
ARAVEN,,ARAVEN IC 150mg/5mg Comp.Pell. Bt 30,150mg
ARAVEN,,ARAVEN IC 150mg/5mg Comp.Pell. Bt 90,150mg
ARAVEN,,ARAVEN IC 300mg/10mg Comp.Pell. Bt 30,300mg
ARAVEN,,ARAVEN IC 300mg/10mg Comp.Pell. Bt 90,300mg
ARAVEN,,ARAVEN IC 300mg/5mg Comp.Pell.  Bt 90,300mg
ARAVEN,,ARAVEN IC 300mg/5mg Comp.Pell. Bt 30,300mg
ARGINO-B,,ARGINO-B Comp.Pell. Bt 24,N/A
ARHIN,,ARHIN 1% Sol.Buv. Fl 15ml,15ml
ARICEPT,,ARICEPT 10mg Comp.Pell. Bt 28,10mg
ARICEPT,,ARICEPT 5mg Comp.Pell. Bt 28,5mg
ARIMIDEX,,ARIMIDEX 1mg Comp.Pell. Bt 30,1mg
ARIZIL,,ARIZIL 10mg Comp.Pell. Bt 30,10mg
ARIZIL,,ARIZIL 5mg Comp.Pell. Bt 30,5mg
ARNIGEL,,ARNIGEL Gel Derm. Tb 45gr,45g
AROMAPLEX,,AROMAPLEX 25mg Comp.Pell. Bt 30,25mg
AROMASINE,,AROMASINE 25mg Comp.Enr. Bt 30,25mg
ARTANE,,ARTANE 10mg Sol.Inj. Bt 5/5ml,10mg
ARTELAC,,ARTELAC 3.20mg Collyre Fl 10ml,20mg
ARTHROSYL,,ARTHROSYL 0.5% Gel Derm.Tb 50gr,50g
ARTHROSYL,,ARTHROSYL 10mg Gél. Bt 30,10mg
ARTHROSYL,,ARTHROSYL 20mg Gél. Bt 20,20mg
ARTIBREX,,ARTIBREX 200mg Gél. Bt 10,200mg
ARTIBREX,,ARTIBREX 200mg Gél. Bt 20,200mg
ARTIBREX,,ARTIBREX 200mg Gél. Bt 30,200mg
ARTOTEC,,ARTOTEC 50mg/0.2mg Comp.Gastro-résist. Bt 30,50mg
ARTOTEC,,ARTOTEC 75mg/0.2mg Comp.Gastro-résist. Bt 20,75mg
AS-ONE,,AS-ONE 100mg Comp.Pell. Bt 4,100mg
AS-ONE,,AS-ONE 25mg Comp.Pell. Bt 4,25mg
AS-ONE,,AS-ONE 50mg Comp.Pell. Bt 4,50mg
ASCABIOL,,ASCABIOL Lotion Fl 125ml,125ml
ASCALOL,,ASCALOL Lotion 25% Fl 125ml,125ml
ASCALOL,,ASCALOL Lotion Fl 125ml,125ml
ASCAPOUDRE,,ASCAPOUDRE 0.4% Pdre.Us.Ext. Fl 100gr,100g
ASMULAIR,,ASMULAIR 10mg Comp.Pell. Bt 30,10mg
ASMULAIR,,ASMULAIR 5mg Comp. à Croquer Bt 30,5mg
ASPEGIC,,ASPEGIC 0.500gr Pdre.P.Prép.Inj. Bt 20Fl,500g
ASPEGIC,,ASPEGIC 100mg Pdre.P.Sol.Or. Bt 30,100mg
ASPEGIC,,ASPEGIC 1gr Pdre.P.Prép.Inj. Bt 6+S/5ml,1g
ASPEGIC,,ASPEGIC 1gr Pdre.Prép.Inj. Bt 6+Solv./5ml,1g
ASPEGIC,,ASPEGIC 250mg Pdre.P.Sol.Or. Bt 16,250mg
ASPEGIC,,ASPEGIC 250mg Pdre.P.Sol.Or. Bt 20Sach.,250mg
ASPEGIC,,ASPEGIC 500mg Pdre.P.Sol.Or. Bt 16,500mg
ASPEGIC,,ASPEGIC 500mg Pdre.Sol.Or. Bt 20 Sachets,500mg
ASPEGIC,,ASPEGIC ADULTES 1000mg Pdre.P.Sol.Or. Bt 20,1000mg
ASPEGIC,,ASPEGIC ADULTES 1000mg Pdre.P.Sol.Or. Bt 20 Sachets,1000mg
ASPIRINE,,ASPIRINE 500mg Comp. Bt 20,500mg
ASPIRINE,,ASPIRINE 500mg Comp. Bt 500,500mg
ASPIRINE,,ASPIRINE PH 8 500mg Comp.Pell. Bt 20,500mg
ASTAIR,,ASTAIR 10mg Comp.Pell. Bt 30,10mg
ASTAIR,,ASTAIR 5mg Comp. à Croquer Bt 30,5mg
ASTRADOL,,ASTRADOL 100mg/2ml Sol.Inj. Bt 5/2ml,100mg
ASTRADOL,,ASTRADOL 100mg/ml Gttes.Buv. Fl 10ml,100mg
ASTRADOL,,ASTRADOL 50mg Gél. Bt 10,50mg
ASTRADOL,,ASTRADOL 50mg Gél. Bt 30,50mg
ASTRADOL,,ASTRADOL LP 100mg Comp. Bt 10,100mg
ATACAND,,ATACAND 16mg Comp.Séc. Bt 30,16mg
ATACAND,,ATACAND 4mg Comp.Séc. Bt 30,4mg
ATACAND,,ATACAND 8mg Comp.Séc. Bt 30,8mg
ATARAX,,ATARAX 100mg Sol.Inj. Bt 6/2ml,100mg
ATARAX,,ATARAX 10mg/5ml Sirop Fl 200ml,10mg
ATARAX,,ATARAX 25mg Comp.Pell.Séc. Bt 30,25mg
ATENAD,,ATENAD 100mg Comp.Pell.Séc. Bt 30,100mg
ATENOR,,ATENOR 100mg Comp. Bt 30,100mg
ATENOR,,ATENOR 50mg Comp. Bt 30,50mg
ATEPADENE,,ATEPADENE 30mg Gél. Bt 30,30mg
ATIMOS,F,ATIMOS 12µg Sol.P.Inha. Fl 100Doses (F),12µg
ATOR,,ATOR 10mg Comp.Pell. Bt 28,10mg
ATOR,,ATOR 10mg Comp.Pell. Bt 30,10mg
ATOR,,ATOR 10mg Comp.Pell. Bt 56,10mg
ATOR,,ATOR 10mg Comp.Pell. Bt 90,10mg
ATOR,,ATOR 10mg Comp.Pell. Bt 91,10mg
ATOR,,ATOR 20mg Comp.Pell. Bt 30,20mg
ATOR,,ATOR 20mg Comp.Pell. Bt 90,20mg
ATOR,,ATOR 40mg Comp.Pell. Bt 56,40mg
ATOR,,ATOR 40mg Comp.Pell. Bt 92,40mg
ATOR,,ATOR 40mg Comp.Pell.Séc. Bt 28,40mg
ATOR,,ATOR 40mg Comp.Pell.Séc. Bt 30,40mg
ATOR,,ATOR 40mg Comp.Pell.Séc. Bt 90,40mg
ATOR,,ATOR 80mg Comp.Pell. Bt 30,80mg
ATOR,,ATOR 80mg Comp.Pell. Bt 90,80mg
ATORVEX,,ATORVEX 10mg Comp.Pell. Fl 30,10mg
ATORVEX,,ATORVEX 10mg Comp.Pell. Fl 90,10mg
ATORVEX,,ATORVEX 20mg Comp.Pell. Fl 30,20mg
ATORVEX,,ATORVEX 20mg Comp.Pell. Fl 90,20mg
ATORVEX,,ATORVEX 40mg Comp.Pell. Fl 30,40mg
ATORVEX,,ATORVEX 40mg Comp.Pell. Fl 90,40mg
ATRACURIUM,F,ATRACURIUM MEDIS 25 25mg Sol.Inj. Bt 50/2.5ml (F),25mg
ATRACURIUM,F,ATRACURIUM MEDIS 50 50mg Sol.Inj. Bt 50/5ml (F),50mg
ATRICAN,,ATRICAN 250mg Caps. Molle Bt 8,250mg
ATROALDO,,ATROALDO 20mcg/doses Sol.P.Inhal. Fl 10ml/200doses,20mcg
ATROPINE,,ATROPINE SAIPH 0.25mg/ml Sol.Inj. Bt 10/1ml,25mg
ATROPINE,,ATROPINE UNIMED 1% Collyre Fl 5ml,5ml
ATROVAST,,ATROVAST 10 10mg Comp.Pell. Bt 30,10mg
ATROVAST,,ATROVAST 20 20mg Comp.Pell.Séc. Bt 30,20mg
ATROVAST,,ATROVAST 40 40mg Comp.Pell.Séc. Bt 30,40mg
ATROVAST,,ATROVAST 80 80mg Comp.Pell.Séc. Bt 30,80mg
AUBAGIO,,AUBAGIO 14mg Comp.Pell. Bt 28,14mg
AUGMENTIN,,AUGMENTIN 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml+Ser.Dos.,100mg
AUGMENTIN,,AUGMENTIN 1gr/125mg Pdre.P.Susp.Or. Bt 24 Sachets-doses,1g
AUGMENTIN,,AUGMENTIN 500mg/50mg Pdre.P.Prép.Inj. Bt 10 Fl SS,500mg
AUGMENTIN,,AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 16,500mg
AUGMENTIN,,AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 24,500mg
AUGMENTIN,,AUGMENTIN Ad. 1gr/125mg Pdre.P.Susp.Or. Bt 12 Sachets-doses,1g
AUGMENTIN,,AUGMENTIN ENFANT 500mg/62.5mg Pdre.P.Susp.Or. Bt 12Sach.-Doses,500mg
AUGMENTIN,,AUGMENTIN ENFANT 500mg/62.5mg Pdre.P.Susp.Or. Bt 24Sach.-Doses,500mg
AUGMENTIN,,AUGMENTIN Nourr. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml + Pipette,100mg
AUREOMYCINE,,AUREOMYCINE SPECIA 3% Pde Derm. Tb 15gr,15g
AURICULARUM,,AURICULARUM Pdre. Auricu. Fl/ 1Fl Pdre.+Slvt/10ml,10ml
AURIPAX,,AURIPAX Gttes.Auric. Fl 15ml,15ml
AVALTEX,,AVALTEX 200mg Comp. Bt 30,200mg
AVAMYS,,AVAMYS 27.5µg/Pulv. Spray Nasal Fl 120Doses,5µg
AVASTIN,F,AVASTIN 100mg Sol.Inj.P.Perf. Bt 1Fl/4ml (F),100mg
AVASTIN,F,AVASTIN 400mg Sol.Inj.P.Perf. Bt 1Fl/16ml (F),400mg
AVAXIM,F,AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /0.5ml(F),5ml
AVENOC,,AVENOC Pde.Rect. Tb 30gr,30g
AVENOC,,AVENOC Suppo. Bt 10,N/A
AVIRAL,,AVIRAL 1000mg Comp.Pell. Bt 21,1000mg
AVIRAL,,AVIRAL 500mg Comp.Pell.Séc. Bt 10,500mg
AVODART,,AVODART 0.5mg Caps.Molle Bt 30,5mg
AVOMIN,,AVOMIN 1mg Comp.Pell. Bt 28,1mg
AVONEX,F,AVONEX 30µg/0.5ml Sol.Inj. Bt 4Stylos Pré-remplis (F),30µg
AVOXINE,,AVOXINE 500 500mg Comp.Pell.Séc. Fl 10,500mg
AVOXINE,,AVOXINE 500 500mg Comp.Pell.Séc. Fl 5,500mg
AXEN,,AXEN 100mg Suppo. Bt 10,100mg
AXEN,,AXEN 2.5% Gel Derm. Tb 50gr,50g
AZACINE,,AZACINE 500mg Comp.Pell.Séc. Bt 3,500mg
AZACITIDINE,,AZACITIDINE NEAPOLIS 100mg Pdre.P.Sol.Inj. Bt 1Fl,100mg
AZANTAC,,AZANTAC 150mg Comp.Efferv. Bt 2Tb/15,150mg
AZATHIOPRINE,,AZATHIOPRINE AQVIDA 50mg Comp.Pell. Bt 100,50mg
AZATHIOPRINE,,AZATHIOPRINE MYLAN 50mg Comp.Pell.Séc. Bt 100,50mg
AZEAL,,AZEAL 0.05% Collyre Fl 6ml,6ml
AZITHROCINE,,AZITHROCINE 250 250mg Gél. Bt 6,250mg
AZITRAL,,AZITRAL 500mg Comp.Pell. Bt 3,500mg
AZITROMIN,,AZITROMIN DUO 500mg Comp.Pell.Séc. Bt 2,500mg
AZITROMIN,,AZITROMIN TRIO 500mg Comp.Pell.Séc. Bt 3,500mg
AZIX,,AZIX 1500mg/37.5ml Pdre.P.Susp.Or. Fl 37.5ml,1500mg
AZIX,,AZIX 500mg Comp.Pell. Bt 3,500mg
AZIX,,AZIX 600 40mg/ml Pdre.Susp.Or. Fl 15ml,40mg
AZIX,,AZIX 900 40mg/ml Pdre.Susp.Or. Fl 22.5ml,40mg
AZOPT,,AZOPT 1% Collyre Fl 5ml,5ml
AZRO,40mg/ml,AZRO 1500mg/37.5ml (40mg/ml) Pdre.P.Susp.Or. Fl 37.5ml,1500mg
AZRO,,AZRO 500mg Comp.Pell. Bt 3,500mg
AZRO,,AZRO 600mg 40mg/ml Pdre.P.Susp.Or. Fl 15ml,600mg
AZRO,,AZRO 900mg 40mg/ml Pdre.P.Susp.Or. Fl 22.5ml,900mg
AZYTER,,AZYTER 15mg/gr Collyre Monodose Bt 6 Récipients Unidoses/ 0.25gr,15mg
B12,,B12 INJECT 1000µg/ml Sol.Inj. Bt 50Amp./1ml,1000µg
BACTALL,,BACTALL 500mg Comp.Pell.Séc. Bt 14,500mg
BACTEKOD,,BACTEKOD 240mg/5ml Susp.Or. Fl 100ml,240mg
BACTICID,,BACTICID 0.1% Sol. Usage Ext. Fl 125ml,125ml
BACTRIM,,BACTRIM 480mg Comp.Séc. Bt 20,480mg
BACTRIM,,BACTRIM FORTE 960mg Comp.Séc. Bt 10,960mg
BACTRIM,,BACTRIM Nourr.Enf 240mg/5ml Susp.Buv. Fl 100ml,240mg
BACTROBAN,,BACTROBAN Pde.Derm. Tb 15gr,15g
BASDENE,,BASDENE 25mg Comp. Bt 50,25mg
BASEAL,,BASEAL 5mg/ml Gel Derm. Tb 30gr,5mg
BASEAL,,BASEAL 5mg/ml Sol.Ext. Fl 125ml,5mg
BAUME,,BAUME AROMA Crème Derm.Tb 50gr,50g
BAUME,,BAUME CALMOL ADULTES Baume Tb 60gr,60g
BECLO-ASMA,,BECLO-ASMA 250µg Aérosol Fl 200Doses,250µg
BECLOJET,,BECLOJET 250 250µg Sol.P.Inhal. Fl 200Doses,250µg
BECLOSPIN,,BECLOSPIN 400µg/ml Susp.P.Inh. Bt 20 Récipients unidose,400µg
BECLOSPIN,,BECLOSPIN 800µg/2ml Susp.P.Inh. Bt 20 Récipients unidose,800µg
BEDELIX,,BEDELIX 3gr Pdre.P.Susp.Or Bt 30Sach.,3g
BELIFAX,,BELIFAX 10mg Gél. Fl 14,10mg
BELIFAX,,BELIFAX 10mg Gél. Fl 28,10mg
BELIFAX,,BELIFAX 20mg Gél. Fl 14,20mg
BELIFAX,,BELIFAX 20mg Gél. Fl 28,20mg
BELIFAX,,BELIFAX 20mg Gél. Fl 7,20mg
BENZOSEPT,,BENZOSEPT Collyre Fl 5ml,5ml
BERCUM,,BERCUM 200µg/Dose Sol.P.Inhl. Fl 200Doses,200µg
BERIATE,F,BERIATE 250UI Pdre. P. Sol. Inj. Bt 1Fl Pdre+Solv+Set de Transfert (F),250UI
BERIATE,F,BERIATE 500UI Pdre.P.Sol.Inj. Bt 1Fl Pdre +Solv +Set de Transfert (F),500UI
BERLTHYROX,,BERLTHYROX 100µg Comp.Séc. Bt 100,100µg
BERLTHYROX,,BERLTHYROX 150µg Comp.Séc. Bt 100,150µg
BERLTHYROX,,BERLTHYROX 150µg Comp.Séc. Bt 50,150µg
BERLTHYROX,,BERLTHYROX 50µg Comp.Séc. Bt 100,50µg
BETACOL,,BETACOL LP 2% Collyre Fl 3ml,3ml
BETACORT,,BETACORT 0.5mg/ml Gttes.Buv. Fl 30ml,5mg
BETADINE,,BETADINE 10% Gel Derm. Tb 30gr,30g
BETADINE,,BETADINE 10% Sol. Buccal Fl 125ml,125ml
BETADINE,,BETADINE 10% Sol. Gynéco. Fl 125ml,125ml
BETADINE,,BETADINE 10% Sol.Ext. Fl 125ml,125ml
BETADINE,,BETADINE SCRUB 4% Sol. Ext. Fl 500ml,500ml
BETADINE,,BETADINE SCRUB 4% Sol.Ext. Fl 125ml,125ml
BETAFERON,,BETAFERON 250µg/ml Pdre.P.Prép.Inj. Bt 15Unidoses+Ser.+Adaptateur+2Tampons,250µg
BETAGAM,,BETAGAM  8mg Comp. Bt 90,8mg
BETANYL,,BETANYL 5mg/2ml Sol.P.Inhal. Bt 5Sachets de 10 Unidoses/2ml,5mg
BETASALIC,,BETASALIC 0.05%/3% Pde.Derm. Tb 15gr,15g
BETASALIC,,BETASALIC Lotion Fl 30gr,30g
BETASEPTINE,,BETASEPTINE 10% Sol.Ext. Fl 125ml,125ml
BETASEPTINE,,BETASEPTINE 10% Sol.Ext. Fl 20ml,20ml
BETASEPTINE,,BETASEPTINE 10% Sol.Ext. Fl 500ml,500ml
BETASEPTINE,,BETASEPTINE 10% Sol.Gyn. Fl 125ml,125ml
BETASEPTINE,,BETASEPTINE 10% Sol.Gyn. Fl 20ml,20ml
BETASEPTINE,,BETASEPTINE 10% Sol.Gyn. Fl 500ml,500ml
BETASEPTINE,,BETASEPTINE 10% Solute Buccal Fl 125ml,125ml
BETASERC,,BETASERC 24mg Comp.Séc. Bt 30,24mg
BETASONE,,BETASONE 0.05% Crème Derm. Tb 15gr,15g
BETASONE,,BETASONE 0.05% Pde.Derm. Tb 15gr,15g
BETASTENE,,BETASTENE 0.5mg/ml Gttes.Buv. Fl 30ml,5mg
BETOPTIC,,BETOPTIC 0.5% Collyre Fl 3ml,3ml
BI-AMDOL,,BI-AMDOL 37.5mg/325mg Gél. Bt 20,5mg
BI-SPIRAZOL,,BI-SPIRAZOL Comp.Pell. Bt 10,N/A
BI-SPIRAZOL,,BI-SPIRAZOL Comp.Pell. Bt 20,N/A
BI-SPIROGYL,,BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 10,250mg
BI-SPIROGYL,,BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 20,250mg
BI-SPIROGYL,,BI-SPIROGYL 1.5MUI/250mg Comp.Pell. Bt 500,250mg
BI-THERAPRIL,,BI-THERAPRIL 10mg/2.5mg Comp. Bt 30,10mg
BI-THERAPRIL,,BI-THERAPRIL 5mg/1.25mg Comp. Bt 30,5mg
BI-TIAPRAM,,BI-TIAPRAM 200mg Comp séc. Bt 20,200mg
BI-TILDIEM,,BI-TILDIEM 90mg Comp.LP.Bt 28,90mg
BIAFINE,,BIAFINE Emulsion Tb 186gr,186g
BIAFINE,,BIAFINE Emulsion Tb 93gr,93g
BICAMIDE,,BICAMIDE 50mg Comp.Pell. Bt 28,50mg
BICARBONATE,,BICARBONATE MONOSODIQUE 1.4% Sol.Inj.P.Perf. Fl 500ml,500ml
BICLAVOR,,BICLAVOR 500mg/62.5mg Comp.Pell. Bt 48,500mg
BIFOR,,BIFOR 10 10mg Comp.Pell. Bt 10,10mg
BIFOR,,BIFOR 10 10mg Comp.Pell. Bt 4,10mg
BIFOR,,BIFOR 20 20mg Comp.Pell. Bt 10,20mg
BIFOR,,BIFOR 20 20mg Comp.Pell. Bt 4,20mg
BIOGYL,,BIOGYL 1.5MUI/250mg Comp.Pell.Séc. Bt 10,250mg
BIOGYL,,BIOGYL 1.5MUI/250mg Comp.Pell.Séc. Bt 20,250mg
BIOMAG,,BIOMAG AGRUMES Comp. à Croquer Bt 90,N/A
BIPRETERAX,,BIPRETERAX 10mg/2.5mg Comp.Pell. Bt 30,10mg
BIPRETERAX,,BIPRETERAX 5mg/1.25mg Comp.Pell. Fl 30,5mg
BIPROCARD,,BIPROCARD 10mg Comp.Pell.Séc. Bt 30,10mg
BIPROCARD,,BIPROCARD 2.5mg Comp.Pell.Séc. Bt 30,5mg
BIPROCARD,,BIPROCARD 5mg Comp.Pell. Bt 30,5mg
BIPROCARD,,BIPROCARD AMLO 10mg/10mg Comp. Bt 30,10mg
BIPROCARD,,BIPROCARD AMLO 10mg/5mg Comp. Bt 30,10mg
BIPROCARD,,BIPROCARD AMLO 5mg/5mg Comp. Bt 30,5mg
BIRODOGYL,,BIRODOGYL 1.5MUI/250mg Comp.Pell. Bt 10,250mg
BISOCOR,,BISOCOR 10mg Comp.Pell.Séc. Bt 30,10mg
BISOCOR,,BISOCOR 2.5mg Comp.Pell.Séc. Bt 30,5mg
BISOCOR,,BISOCOR 5mg Comp.Pell.Séc. Bt 30,5mg
BISOCOR,,BISOCOR AMLO 10/10 10mg/10mg Comp. Bt 30,10mg
BISOCOR,,BISOCOR AMLO 10/5 10mg/5mg Comp. Bt 30,10mg
BISOCOR,,BISOCOR AMLO 5/10 5mg/10mg Comp. Bt 30,5mg
BISOCOR,,BISOCOR AMLO 5/5 5mg/5mg Comp. Bt 30,5mg
BISOPRAL,,BISOPRAL 10mg Comp.Pell.Séc. Bt 30,10mg
BISOPRAL,,BISOPRAL 2.5mg Comp.Pell.Séc. Bt 30,5mg
BISOPRAL,,BISOPRAL 5mg Comp.Pell.Séc. Bt 30,5mg
BISOTENS,,BISOTENS 10mg Comp.Pell. Bt 30,10mg
BISOTENS,,BISOTENS 5mg Comp.Pell. Bt 30,5mg
BISTERYL,,BISTERYL Sol.Ext. Fl 1000ml,1000ml
BISTERYL,,BISTERYL Sol.Ext. Fl 250ml,250ml
BIVAL,,BIVAL 160mg/12.5mg Comp.Pell. Bt 30,160mg
BIVAL,,BIVAL 160mg/25mg Comp.Pell. Bt 30,160mg
BIVAL,,BIVAL 320mg/25mg Comp.Pell. Bt 28,320mg
BIVAL,,BIVAL 80mg/12.5mg Comp.Pell. Bt 30,80mg
BLISSEL,,BLISSEL 50µg/gr Gel Vaginal Tb 10gr + 10 canules,50µg
BLOPRESS,,BLOPRESS 16 PLUS 16mg/12.5mg Comp. Bt 30,16mg
BLOPRESS,,BLOPRESS 16mg Comp.Séc. Bt 30,16mg
BLOPRESS,,BLOPRESS 8 PLUS 8mg/12.5mg Comp. Bt 30,8mg
BLOPRESS,,BLOPRESS 8mg Comp.Séc. Bt 30,8mg
BONACOR,,BONACOR 10mg Comp.Pell.Séc. Bt 30,10mg
BONACOR,,BONACOR 2.5mg Comp.Pell.Séc. Bt 30,5mg
BONACOR,,BONACOR 5mg Comp.Pell.Séc. Bt 30,5mg
BONEFOS,,BONEFOS 800mg Comp.Pell. Bt 100,800mg
BONTALIS,,BONTALIS 20mg Comp.Pell. Bt 4,20mg
BORTEZOMIB,,BORTEZOMIB NEAPOLIS 3.5mg Pdre.P.Prép.Inj. Bt 1Fl/10ml,5mg
BOTOX,F,BOTOX 100UI Pdre.P.Prép.Inj. Bt 1Fl (F),100UI
BRAVAL,,BRAVAL 10 10mg Comp.Pell. Bt 30,10mg
BRAVAL,,BRAVAL 5 5mg Comp.Pell. Bt 30,5mg
BRICANYL,,BRICANYL LP 5mg Comp. LP Fl 60,5mg
BRICANYL,,BRICANYL TURBUHALER 500mcg/dose Pdre. P. Inh. Bucc. Fl 100doses,500mcg
BRIDION,,BRIDION 200mg 100mg/ml Sol. Inj. Bt 10/2ml,200mg
BRILIQUE,,BRILIQUE 90mg Comp.Pell. Bt 60,90mg
BROMHEXINE,,BROMHEXINE 4mg Comp.Pell. Bt 1000,4mg
BROMHEXINE,,BROMHEXINE 4mg Comp.Pell. Bt 40,4mg
BROMISOL,,"BROMISOL 0,2% Sol.buv. Fl 60ml",60ml
BROMISOL,,BROMISOL 0.2% Sol.Buv. Fl 60ml,60ml
BROMOCRIPTINE,,BROMOCRIPTINE 2.5mg Comp.Séc. Bt 30,5mg
BROMOLACTOBIONATE,,BROMOLACTOBIONATE DE CALCIUM 20% Sirop Fl 200ml,200ml
BRONCHOCINE,,BRONCHOCINE 4mg Comp.Pell. Bt 20,4mg
BRONCHODUAL,,BRONCHODUAL 50µg/20µg Sol.P.Inhal. Fl 200Doses,50µg
BRONCHOFYLINE,,BRONCHOFYLINE LP 200mg Comp. LP Bt 30,200mg
BRONCHOFYLINE,,BRONCHOFYLINE LP 300mg Comp. LP Bt 150,300mg
BRONCHOFYLINE,,BRONCHOFYLINE LP 300mg Comp. LP Bt 30,300mg
BRONCHOKOD,,BRONCHOKOD 5% Sirop Adulte Fl 300ml,300ml
BRONCHOKOD,,BRONCHOKOD 5% Sirop Fl 125ml,125ml
BRONCHOKOD,,BRONCHOKOD Nourr.Enf. 2% Sirop Fl 125ml,125ml
BRONCHOKOD,,BRONCHOKOD Sans Sucre Sirop Ad. Fl 300ml,300ml
BRONCHOTHIOL,,BRONCHOTHIOL 2% Sirop Fl 125ml,125ml
BRONCHOTHIOL,,BRONCHOTHIOL 5% Sirop Fl 200ml,200ml
BRONCHOTOUX,,BRONCHOTOUX 5% Sirop Fl 125ml,125ml
BRONCHOTUX,,BRONCHOTUX 5% Sirop Fl 180ml,180ml
BROT,,BROT 850mg Comp.Pell. Bt 100,850mg
BUDENA,,BUDENA 64µg Spray Nasal Fl 120 Doses,64µg
BUPICAINE,,BUPICAINE 0.25% Sol.Inj. Bt 10/10ml,10ml
BUPICAINE,,BUPICAINE 0.5% Sol.Inj. Bt 10/10ml,10ml
