EPC_Class_ID,EPC_Class_Name,Drug_Name,RxCUI,Drug_Type
N0000175558,Alkylating Drug,lurbinectedin,2374729,IN
N0000175558,Alkylating Drug,dacarbazine,3098,IN
N0000175558,Alkylating Drug,temozolomide,37776,IN
N0000175558,Alkylating Drug,ifosfamide,5657,IN
N0000175558,Alkylating Drug,mitomycin,632,IN
N0000175558,Alkylating Drug,lomustine,6466,IN
N0000175558,Alkylating Drug,mechlorethamine,6674,IN
N0000175558,Alkylating Drug,melphalan,6718,IN
N0000175558,Alkylating Drug,procarbazine,8702,IN
N0000175559,alpha-Glucosidase Inhibitor,acarbose,16681,IN
N0000175559,alpha-Glucosidase Inhibitor,miglitol,30009,IN
N0000175560,Androgen Receptor Inhibitor,enzalutamide,1307298,IN
N0000175560,Androgen Receptor Inhibitor,clascoterone,2474340,IN
N0000175560,Androgen Receptor Inhibitor,nilutamide,31805,IN
N0000175560,Androgen Receptor Inhibitor,flutamide,4508,IN
N0000175560,Androgen Receptor Inhibitor,bicalutamide,83008,IN
N0000175561,Angiotensin 2 Receptor Blocker,azilsartan,1091643,IN
N0000175561,Angiotensin 2 Receptor Blocker,candesartan,214354,IN
N0000175561,Angiotensin 2 Receptor Blocker,sparsentan,2630535,IN
N0000175561,Angiotensin 2 Receptor Blocker,olmesartan,321064,IN
N0000175561,Angiotensin 2 Receptor Blocker,losartan,52175,IN
N0000175561,Angiotensin 2 Receptor Blocker,valsartan,69749,IN
N0000175561,Angiotensin 2 Receptor Blocker,telmisartan,73494,IN
N0000175561,Angiotensin 2 Receptor Blocker,eprosartan,83515,IN
N0000175561,Angiotensin 2 Receptor Blocker,irbesartan,83818,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,enalaprilat anhydrous,1545989,PIN
N0000175562,Angiotensin Converting Enzyme Inhibitor,lisinopril anhydrous,1546022,PIN
N0000175562,Angiotensin Converting Enzyme Inhibitor,benazeprilat,1546196,PIN
N0000175562,Angiotensin Converting Enzyme Inhibitor,moexiprilat,1546358,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,quinaprilat,1546359,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,ramiprilat,1546377,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,trandolaprilat,1546379,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,fosinoprilat,1546393,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,perindoprilat,1546400,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,benazepril,18867,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,captopril,1998,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,quinapril,35208,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,ramipril,35296,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,enalapril,3827,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,trandolapril,38454,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,fosinopril,50166,IN
N0000175562,Angiotensin Converting Enzyme Inhibitor,perindopril,54552,IN
N0000175563,Aromatase Inhibitor,exemestane,258494,IN
N0000175563,Aromatase Inhibitor,letrozole,72965,IN
N0000175563,Aromatase Inhibitor,anastrozole,84857,IN
N0000175564,Arteriolar Vasodilator,hydralazine,5470,IN
N0000175564,Arteriolar Vasodilator,minoxidil,6984,IN
N0000175565,Biguanide,metformin,6809,IN
N0000175566,Calcium Channel Blocker,verapamil,11170,IN
N0000175566,Calcium Channel Blocker,amlodipine,17767,IN
N0000175566,Calcium Channel Blocker,diltiazem,3443,IN
N0000175567,Calcium Binder,cellulose sodium phosphate,342965,PIN
N0000175568,Cardiac Glycoside,digoxin,3407,IN
N0000175569,Catecholamine Synthesis Inhibitor,metyrosine,266604,IN
N0000175570,Catecholamine,dopamine,3628,IN
N0000175570,Catecholamine,epinephrine,3992,IN
N0000175570,Catecholamine,norepinephrine,7512,IN
N0000175571,CD33-directed Immunoconjugate,gemtuzumab ozogamicin,1294580,IN
N0000175572,CCR5 Co-receptor Antagonist,maraviroc,620216,IN
N0000175573,Chloride Channel Activator,lubiprostone,623033,IN
N0000175574,Anticholinergic,tropicamide,10869,IN
N0000175574,Anticholinergic,atropine,1223,IN
N0000175574,Anticholinergic,aclidinium,1303098,IN
N0000175574,Anticholinergic,benztropine,1424,IN
N0000175574,Anticholinergic,umeclidinium,1487514,IN
N0000175574,Anticholinergic,ipratropium cation,1546373,PIN
N0000175574,Anticholinergic,glycopyrronium,1546438,IN
N0000175574,Anticholinergic,revefenacin,2102775,IN
N0000175574,Anticholinergic,clidinium,21232,IN
N0000175574,Anticholinergic,dicyclomine,3361,IN
N0000175574,Anticholinergic,tiotropium,69120,IN
N0000175574,Anticholinergic,ipratropium,7213,IN
N0000175574,Anticholinergic,methscopolamine,89785,IN
N0000175574,Anticholinergic,scopolamine,9601,IN
N0000175575,Complement Inhibitor,ravulizumab,2107301,IN
N0000175575,Complement Inhibitor,pegcetacoplan,2557372,IN
N0000175575,Complement Inhibitor,sutimlimab,2591404,IN
N0000175575,Complement Inhibitor,avacincaptad pegol,2645108,IN
N0000175575,Complement Inhibitor,pozelimab,2663938,IN
N0000175575,Complement Inhibitor,iptacopan,2671061,IN
N0000175575,Complement Inhibitor,zilucoplan,2672489,IN
N0000175575,Complement Inhibitor,danicopan,2678952,IN
N0000175575,Complement Inhibitor,crovalimab,2686619,IN
N0000175575,Complement Inhibitor,eculizumab,591781,IN
N0000175576,Corticosteroid,triamcinolone,10759,IN
N0000175576,Corticosteroid,triamcinolone acetonide,10761,PIN
N0000175576,Corticosteroid,alclometasone,108088,IN
N0000175576,Corticosteroid,mometasone,108118,IN
N0000175576,Corticosteroid,beclomethasone,1347,IN
N0000175576,Corticosteroid,betamethasone,1514,IN
N0000175576,Corticosteroid,flunisolide anhydrous,1546428,PIN
N0000175576,Corticosteroid,amcinonide,17652,IN
N0000175576,Corticosteroid,budesonide,19831,IN
N0000175576,Corticosteroid,clocortolone,21249,IN
N0000175576,Corticosteroid,deflazacort,22396,IN
N0000175576,Corticosteroid,loteprednol,237027,IN
N0000175576,Corticosteroid,clobetasol,2590,IN
N0000175576,Corticosteroid,vamorolone,2669799,IN
N0000175576,Corticosteroid,cortisone,2878,IN
N0000175576,Corticosteroid,medrysone,29439,IN
N0000175576,Corticosteroid,desonide,3254,IN
N0000175576,Corticosteroid,desoximetasone,3255,IN
N0000175576,Corticosteroid,dexamethasone,3264,IN
N0000175576,Corticosteroid,fluticasone,41126,IN
N0000175576,Corticosteroid,halobetasol,41208,IN
N0000175576,Corticosteroid,fluocinolone acetonide,4461,PIN
N0000175576,Corticosteroid,fluocinonide,4462,IN
N0000175576,Corticosteroid,fluorometholone,4491,IN
N0000175576,Corticosteroid,flurandrenolide,4500,IN
N0000175576,Corticosteroid,halcinonide,5084,IN
N0000175576,Corticosteroid,hydrocortisone,5492,IN
N0000175576,Corticosteroid,methylprednisolone,6902,IN
N0000175576,Corticosteroid,prednisolone,8638,IN
N0000175576,Corticosteroid,prednisone,8640,IN
N0000175576,Corticosteroid,diflorasone,91311,IN
N0000175578,Platelet Aggregation Inhibitor,ticlopidine,10594,IN
N0000175578,Platelet Aggregation Inhibitor,aspirin,1191,IN
N0000175578,Platelet Aggregation Inhibitor,vorapaxar,1537034,IN
N0000175578,Platelet Aggregation Inhibitor,dipyridamole,3521,IN
N0000175578,Platelet Aggregation Inhibitor,tirofiban,73137,IN
N0000175578,Platelet Aggregation Inhibitor,eptifibatide,75635,IN
N0000175579,Bisphosphonate,ibandronic acid,115265,PIN
N0000175579,Bisphosphonate,etidronic acid,1356715,PIN
N0000175579,Bisphosphonate,zoledronic acid anhydrous,1546014,PIN
N0000175579,Bisphosphonate,pamidronic acid,1546406,PIN
N0000175579,Bisphosphonate,alendronic acid,236083,PIN
N0000175579,Bisphosphonate,risedronic acid,55685,IN
N0000175580,Dopaminergic Agonist,apomorphine,1043,IN
N0000175581,Endothelin Receptor Antagonist,macitentan,1442132,IN
N0000175581,Endothelin Receptor Antagonist,bosentan anhydrous,1468845,PIN
N0000175581,Endothelin Receptor Antagonist,sparsentan,2630535,IN
N0000175581,Endothelin Receptor Antagonist,aprocitentan,2679059,IN
N0000175581,Endothelin Receptor Antagonist,atrasentan,2710449,IN
N0000175581,Endothelin Receptor Antagonist,ambrisentan,358274,IN
N0000175582,Estrogen Receptor Antagonist,elacestrant,2628469,IN
N0000175582,Estrogen Receptor Antagonist,imlunestrant,2725912,IN
N0000175582,Estrogen Receptor Antagonist,fulvestrant,282357,IN
N0000175583,Omega-3 Fatty Acid,omega-3 fatty acids,4301,IN
N0000175584,Folate Analog Metabolic Inhibitor,pralatrexate,662019,IN
N0000175584,Folate Analog Metabolic Inhibitor,pemetrexed,68446,IN
N0000175584,Folate Analog Metabolic Inhibitor,methotrexate,6851,IN
N0000175586,Low Molecular Weight Heparin,enoxaparin,67108,IN
N0000175586,Low Molecular Weight Heparin,dalteparin,67109,IN
N0000175587,Histamine-1 Receptor Antagonist,alcaftadine,1000082,IN
N0000175587,Histamine-1 Receptor Antagonist,olopatadine,135391,IN
N0000175587,Histamine-1 Receptor Antagonist,azelastine,18603,IN
N0000175587,Histamine-1 Receptor Antagonist,acrivastine,19959,IN
N0000175587,Histamine-1 Receptor Antagonist,carbinoxamine,20220,IN
N0000175587,Histamine-1 Receptor Antagonist,cetirizine,20610,IN
N0000175587,Histamine-1 Receptor Antagonist,chlorpheniramine,2400,IN
N0000175587,Histamine-1 Receptor Antagonist,desloratadine,275635,IN
N0000175587,Histamine-1 Receptor Antagonist,diphenhydramine,3498,IN
N0000175587,Histamine-1 Receptor Antagonist,levocetirizine,356887,IN
N0000175587,Histamine-1 Receptor Antagonist,bepotastine,863035,IN
N0000175587,Histamine-1 Receptor Antagonist,fexofenadine,87636,IN
N0000175588,Histone Deacetylase Inhibitor,belinostat,1543543,IN
N0000175588,Histone Deacetylase Inhibitor,panobinostat,1603350,IN
N0000175588,Histone Deacetylase Inhibitor,vorinostat,194337,IN
N0000175588,Histone Deacetylase Inhibitor,givinostat,2678889,IN
N0000175588,Histone Deacetylase Inhibitor,romidepsin,877510,IN
N0000175589,HMG-CoA Reductase Inhibitor,rosuvastatin,301542,IN
N0000175589,HMG-CoA Reductase Inhibitor,simvastatin,36567,IN
N0000175589,HMG-CoA Reductase Inhibitor,fluvastatin,41127,IN
N0000175589,HMG-CoA Reductase Inhibitor,pravastatin,42463,IN
N0000175589,HMG-CoA Reductase Inhibitor,lovastatin,6472,IN
N0000175589,HMG-CoA Reductase Inhibitor,atorvastatin,83367,IN
N0000175589,HMG-CoA Reductase Inhibitor,pitavastatin,861634,IN
N0000175590,Loop Diuretic,bumetanide,1808,IN
N0000175590,Loop Diuretic,torsemide,38413,IN
N0000175590,Loop Diuretic,ethacrynic acid,4109,PIN
N0000175590,Loop Diuretic,furosemide,4603,IN
N0000175591,Intestinal Lipase Inhibitor,orlistat,37925,IN
N0000175592,Microtubule Inhibitor,eribulin,1045453,IN
N0000175592,Microtubule Inhibitor,docetaxel anhydrous,1299922,PIN
N0000175592,Microtubule Inhibitor,tirbanibulin,2471078,IN
N0000175592,Microtubule Inhibitor,ixabepilone,337523,IN
N0000175592,Microtubule Inhibitor,paclitaxel,56946,IN
N0000175592,Microtubule Inhibitor,cabazitaxel,996051,IN
N0000175594,Nicotinic Acid,niacin,7393,IN
N0000175595,Nucleoside Metabolic Inhibitor,trifluridine,10803,IN
N0000175595,Nucleoside Metabolic Inhibitor,azacitidine,1251,IN
N0000175595,Nucleoside Metabolic Inhibitor,gemcitabine,12574,IN
N0000175595,Nucleoside Metabolic Inhibitor,mercaptopurine anhydrous,1546028,PIN
N0000175595,Nucleoside Metabolic Inhibitor,decitabine,15657,IN
N0000175595,Nucleoside Metabolic Inhibitor,capecitabine,194000,IN
N0000175595,Nucleoside Metabolic Inhibitor,fludarabine,24698,IN
N0000175595,Nucleoside Metabolic Inhibitor,nelarabine,274771,IN
N0000175595,Nucleoside Metabolic Inhibitor,cytarabine,3041,IN
N0000175595,Nucleoside Metabolic Inhibitor,clofarabine,44151,IN
N0000175595,Nucleoside Metabolic Inhibitor,fluorouracil,4492,IN
N0000175595,Nucleoside Metabolic Inhibitor,pentostatin,8011,IN
N0000175596,Peroxisome Proliferator-activated Receptor alpha Agonist,fenofibric acid,24852,PIN
N0000175596,Peroxisome Proliferator-activated Receptor alpha Agonist,pioglitazone,33738,IN
N0000175596,Peroxisome Proliferator-activated Receptor alpha Agonist,gemfibrozil,4719,IN
N0000175596,Peroxisome Proliferator-activated Receptor alpha Agonist,fenofibrate,8703,IN
N0000175597,Phosphate Binder,calcium ion,1316581,IN
N0000175597,Phosphate Binder,ferric cation,1546357,IN
N0000175597,Phosphate Binder,lanthanum cation (3+),1546443,IN
N0000175597,Phosphate Binder,sevelamer,214824,IN
N0000175598,Phosphodiesterase 3 Inhibitor,cilostazol,21107,IN
N0000175598,Phosphodiesterase 3 Inhibitor,ensifentrine,2687215,IN
N0000175598,Phosphodiesterase 3 Inhibitor,milrinone,52769,IN
N0000175599,Phosphodiesterase 5 Inhibitor,avanafil,1291301,IN
N0000175599,Phosphodiesterase 5 Inhibitor,sildenafil,136411,IN
N0000175599,Phosphodiesterase 5 Inhibitor,vardenafil,306674,IN
N0000175599,Phosphodiesterase 5 Inhibitor,tadalafil,358263,IN
N0000175600,Potassium Salt,potassium ion,1318915,IN
N0000175601,Progesterone,progesterone,8727,IN
N0000175602,Progestin,drospirenone,11636,IN
N0000175602,Progestin,etonogestrel,14584,IN
N0000175602,Progestin,segesterone,2055978,IN
N0000175602,Progestin,desogestrel,22656,IN
N0000175602,Progestin,dienogest,22968,IN
N0000175602,Progestin,ethynodiol,24591,IN
N0000175602,Progestin,norgestimate,31994,IN
N0000175602,Progestin,norelgestromin,326374,IN
N0000175602,Progestin,17-alpha-hydroxyprogesterone,5542,IN
N0000175602,Progestin,levonorgestrel,6373,IN
N0000175602,Progestin,medroxyprogesterone,6691,IN
N0000175602,Progestin,megestrol,6703,IN
N0000175602,Progestin,norethindrone,7514,IN
N0000175603,Prostacycline,treprostinil,343048,IN
N0000175603,Prostacycline,iloprost,40138,IN
N0000175603,Prostacycline,epoprostenol,8814,IN
N0000175604,Proteasome Inhibitor,carfilzomib,1302966,IN
N0000175604,Proteasome Inhibitor,ixazomib,1723735,IN
N0000175604,Proteasome Inhibitor,bortezomib,358258,IN
N0000175605,Kinase Inhibitor,vandetanib,1098413,IN
N0000175605,Kinase Inhibitor,vemurafenib,1147220,IN
N0000175605,Kinase Inhibitor,crizotinib,1148495,IN
N0000175605,Kinase Inhibitor,ruxolitinib,1193326,IN
N0000175605,Kinase Inhibitor,axitinib,1242999,IN
N0000175605,Kinase Inhibitor,pertuzumab,1298944,IN
N0000175605,Kinase Inhibitor,bosutinib,1307619,IN
N0000175605,Kinase Inhibitor,regorafenib,1312397,IN
N0000175605,Kinase Inhibitor,tofacitinib,1357536,IN
N0000175605,Kinase Inhibitor,cabozantinib,1363268,IN
N0000175605,Kinase Inhibitor,ponatinib,1364347,IN
N0000175605,Kinase Inhibitor,everolimus,141704,IN
N0000175605,Kinase Inhibitor,dabrafenib,1424911,IN
N0000175605,Kinase Inhibitor,trametinib,1425099,IN
N0000175605,Kinase Inhibitor,afatinib,1430438,IN
N0000175605,Kinase Inhibitor,ibrutinib,1442981,IN
N0000175605,Kinase Inhibitor,ceritinib,1535457,IN
N0000175605,Kinase Inhibitor,ramucirumab,1535922,IN
N0000175605,Kinase Inhibitor,idelalisib,1544460,IN
N0000175605,Kinase Inhibitor,dasatinib anhydrous,1546019,PIN
N0000175605,Kinase Inhibitor,nintedanib,1592737,IN
N0000175605,Kinase Inhibitor,palbociclib,1601374,IN
N0000175605,Kinase Inhibitor,lenvatinib,1603296,IN
N0000175605,Kinase Inhibitor,osimertinib,1721560,IN
N0000175605,Kinase Inhibitor,cobimetinib,1722365,IN
N0000175605,Kinase Inhibitor,necitumumab,1723738,IN
N0000175605,Kinase Inhibitor,alectinib,1727455,IN
N0000175605,Kinase Inhibitor,ribociclib,1873916,IN
N0000175605,Kinase Inhibitor,midostaurin,1919083,IN
N0000175605,Kinase Inhibitor,brigatinib,1921217,IN
N0000175605,Kinase Inhibitor,neratinib,1940643,IN
N0000175605,Kinase Inhibitor,abemaciclib,1946825,IN
N0000175605,Kinase Inhibitor,acalabrutinib,1986808,IN
N0000175605,Kinase Inhibitor,netarsudil,1992864,IN
N0000175605,Kinase Inhibitor,baricitinib,2047232,IN
N0000175605,Kinase Inhibitor,lorlatinib,2103164,IN
N0000175605,Kinase Inhibitor,larotrectinib,2105628,IN
N0000175605,Kinase Inhibitor,erdafitinib,2123125,IN
N0000175605,Kinase Inhibitor,pexidartinib,2183102,IN
N0000175605,Kinase Inhibitor,upadacitinib,2196092,IN
N0000175605,Kinase Inhibitor,trastuzumab,224905,IN
N0000175605,Kinase Inhibitor,zanubrutinib,2262435,IN
N0000175605,Kinase Inhibitor,avapritinib,2272107,IN
N0000175605,Kinase Inhibitor,selumetinib,2289380,IN
N0000175605,Kinase Inhibitor,pemigatinib,2359268,IN
N0000175605,Kinase Inhibitor,tucatinib,2361285,IN
N0000175605,Kinase Inhibitor,capmatinib,2362165,IN
N0000175605,Kinase Inhibitor,ripretinib,2369389,IN
N0000175605,Kinase Inhibitor,selpercatinib,2370147,IN
N0000175605,Kinase Inhibitor,pralsetinib,2394936,IN
N0000175605,Kinase Inhibitor,margetuximab,2473851,IN
N0000175605,Kinase Inhibitor,tepotinib,2477103,IN
N0000175605,Kinase Inhibitor,trilaciclib,2479690,IN
N0000175605,Kinase Inhibitor,tivozanib,2534233,IN
N0000175605,Kinase Inhibitor,maribavir,2586068,IN
N0000175605,Kinase Inhibitor,abrocitinib,2591476,IN
N0000175605,Kinase Inhibitor,pacritinib,2595243,IN
N0000175605,Kinase Inhibitor,deucravacitinib,2612087,IN
N0000175605,Kinase Inhibitor,futibatinib,2628190,IN
N0000175605,Kinase Inhibitor,pirtobrutinib,2629338,IN
N0000175605,Kinase Inhibitor,panitumumab,263034,IN
N0000175605,Kinase Inhibitor,leniolisib,2633005,IN
N0000175605,Kinase Inhibitor,quizartinib,2643048,IN
N0000175605,Kinase Inhibitor,repotrectinib,2670644,IN
N0000175605,Kinase Inhibitor,tovorafenib,2682434,IN
N0000175605,Kinase Inhibitor,lazertinib,2691150,IN
N0000175605,Kinase Inhibitor,inavolisib,2695422,IN
N0000175605,Kinase Inhibitor,vimseltinib,2705378,IN
N0000175605,Kinase Inhibitor,mirdametinib,2705551,IN
N0000175605,Kinase Inhibitor,defactinib,2714502,IN
N0000175605,Kinase Inhibitor,avutometinib,2714515,IN
N0000175605,Kinase Inhibitor,deuruxolitinib,2716558,IN
N0000175605,Kinase Inhibitor,taletrectinib,2716919,IN
N0000175605,Kinase Inhibitor,delgocitinib,2721163,IN
N0000175605,Kinase Inhibitor,zongertinib,2721604,IN
N0000175605,Kinase Inhibitor,rilzabrutinib,2722398,IN
N0000175605,Kinase Inhibitor,remibrutinib,2724365,IN
N0000175605,Kinase Inhibitor,imatinib,282388,IN
N0000175605,Kinase Inhibitor,cetuximab,318341,IN
N0000175605,Kinase Inhibitor,gefitinib,328134,IN
N0000175605,Kinase Inhibitor,erlotinib,337525,IN
N0000175605,Kinase Inhibitor,sirolimus,35302,IN
N0000175605,Kinase Inhibitor,sunitinib,357977,IN
N0000175605,Kinase Inhibitor,lapatinib,480167,IN
N0000175605,Kinase Inhibitor,sorafenib,495881,IN
N0000175605,Kinase Inhibitor,temsirolimus,657797,IN
N0000175605,Kinase Inhibitor,nilotinib,662281,IN
N0000175605,Kinase Inhibitor,pazopanib,714438,IN
N0000175606,Recombinant Human Growth Hormone,lonapegsomatropin,2569562,IN
N0000175606,Recombinant Human Growth Hormone,somatropin,61148,IN
N0000175607,Retinoid,tretinoin,10753,IN
N0000175607,Retinoid,acitretin,16818,IN
N0000175607,Retinoid,trifarotene,2205637,IN
N0000175607,Retinoid,bexarotene,233272,IN
N0000175607,Retinoid,palovarotene,2663954,IN
N0000175607,Retinoid,adapalene,60223,IN
N0000175607,Retinoid,isotretinoin,6064,IN
N0000175607,Retinoid,alitretinoin,81864,IN
N0000175607,Retinoid,tazarotene,83947,IN
N0000175608,Sulfonylurea,tolazamide,10633,IN
N0000175608,Sulfonylurea,glimepiride,25789,IN
N0000175608,Sulfonylurea,glyburide,4815,IN
N0000175608,Sulfonylurea,glipizide,4821,IN
N0000175609,Topoisomerase Inhibitor,gepotidacin,2709212,IN
N0000175609,Topoisomerase Inhibitor,daunorubicin,3109,IN
N0000175609,Topoisomerase Inhibitor,doxorubicin,3639,IN
N0000175609,Topoisomerase Inhibitor,epirubicin,3995,IN
N0000175609,Topoisomerase Inhibitor,etoposide,4179,IN
N0000175609,Topoisomerase Inhibitor,irinotecan,51499,IN
N0000175609,Topoisomerase Inhibitor,idarubicin,5650,IN
N0000175609,Topoisomerase Inhibitor,topotecan,57308,IN
N0000175609,Topoisomerase Inhibitor,mitoxantrone,7005,IN
N0000175610,Tumor Necrosis Factor Blocker,infliximab-dyyb,1790539,PIN
N0000175610,Tumor Necrosis Factor Blocker,infliximab,191831,IN
N0000175610,Tumor Necrosis Factor Blocker,etanercept,214555,IN
N0000175610,Tumor Necrosis Factor Blocker,adalimumab-bwwd,2612153,PIN
N0000175610,Tumor Necrosis Factor Blocker,adalimumab-aaty,2639649,PIN
N0000175610,Tumor Necrosis Factor Blocker,adalimumab-ryvk,2677776,PIN
N0000175610,Tumor Necrosis Factor Blocker,adalimumab,327361,IN
N0000175610,Tumor Necrosis Factor Blocker,certolizumab pegol,709271,IN
N0000175610,Tumor Necrosis Factor Blocker,golimumab,819300,IN
N0000175611,Urease Inhibitor,acetohydroxamic acid,16728,IN
N0000175612,Vinca Alkaloid,vinblastine,11198,IN
