source,target,weight,severity,shared_drugs
Antiarrhythmic,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,sirolimus
Antiarrhythmic,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,ritonavir
Antiarrhythmic,Methylxanthine,1,CONTRAINDICATED,theophylline
Antiarrhythmic,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,tacrolimus
Antiarrhythmic,Potassium-Sparing Diuretic,1,CONTRAINDICATED,triamterene
Antiarrhythmic,Leukotriene Receptor Antagonist,1,CONTRAINDICATED,zafirlukast
Antiarrhythmic,Progesterone,1,CONTRAINDICATED,progesterone
Antiarrhythmic,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Anti-Epileptic Agent,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,phenytoin
Alpha-Adrenergic Agonist,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,adrenalin
Serotonin-3 Receptor Antagonist,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,ondansetron
Macrolide Antimicrobial,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,clarithromycin
Cytochrome P450 3A Inhibitor,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,ritonavir
Rifamycin Antibacterial,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,rifampin
Substance P/Neurokinin-1 Receptor Antagonist,Topoisomerase Inhibitor,1,CONTRAINDICATED,etoposide
Substance P/Neurokinin-1 Receptor Antagonist,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Mood Stabilizer,Progesterone,1,MODERATE,carbamazepine
Macrolide Antimicrobial,Progesterone,1,MODERATE,clarithromycin
Macrolide,Progesterone,1,MODERATE,erythromycin
Cytochrome P450 3A Inhibitor,Progesterone,1,MODERATE,ritonavir
Progesterone,Rifamycin Antibacterial,1,MODERATE,rifampin
Cannabinoid,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,ibu
Cannabinoid,Muscle Relaxant,1,MODERATE,usp
Cannabinoid,Nitroimidazole Antimicrobial,1,MODERATE,metronidazole
Cannabinoid,Macrolide Antimicrobial,1,MODERATE,clarithromycin
Anticholinergic,Cannabinoid,1,MODERATE,scopolamine
Cannabinoid,Macrolide,1,MODERATE,erythromycin
Cannabinoid,Methylxanthine,1,MODERATE,theophylline
Calcineurin Inhibitor Immunosuppressant,Cannabinoid,1,MODERATE,cyclosporine
Cannabinoid,Central Nervous System Stimulant,1,MODERATE,amphetamine
Cannabinoid,Lipid-Based Polyene Antifungal,1,MODERATE,amphotericin b
Aldehyde Dehydrogenase Inhibitor,Cannabinoid,1,MODERATE,disulfiram
Cannabinoid,Tricyclic Antidepressant,1,MODERATE,amoxapine
Alpha-1 Adrenergic Agonist,Cannabinoid,1,MODERATE,solution
Macrolide Antimicrobial,Rifamycin Antibacterial,1,CONTRAINDICATED,clarithromycin
General Anesthetic,Rifamycin Antibacterial,1,CONTRAINDICATED,ultane
4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,1,MAJOR,celecoxib
4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor,Anti-Epileptic Agent,1,MAJOR,phenytoin
4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor,Folate Analog Metabolic Inhibitor,1,MAJOR,methotrexate
Aromatic Amino Acid,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,ibu
Aromatic Amino Acid,Atypical Antipsychotic,1,CONTRAINDICATED,risperidone
Anti-Epileptic Agent,Aromatic Amino Acid,1,CONTRAINDICATED,phenytoin
Antimycobacterial,Aromatic Amino Acid,1,CONTRAINDICATED,isoniazid
Aromatic Amino Acid,Vesicular Monoamine Transporter 2 Inhibitor,1,CONTRAINDICATED,tetrabenazine
Benzothiazole,Xanthine Oxidase Inhibitor,1,MODERATE,allopurinol
Benzothiazole,Fluoroquinolone Antibacterial,1,MODERATE,ciprofloxacin
Aminosalicylate,Benzothiazole,1,MODERATE,sulfasalazine
Benzothiazole,Quinolone Antimicrobial,1,MODERATE,ofloxacin
5-Lipoxygenase Inhibitor,Benzothiazole,1,MODERATE,zileuton
Benzothiazole,Photoactivated Radical Generator,1,MODERATE,methoxsalen
Androgen,Rifamycin Antimycobacterial,1,CONTRAINDICATED,1%
Anti-Epileptic Agent,Rifamycin Antimycobacterial,1,CONTRAINDICATED,phenytoin
Proton Pump Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,omeprazole
Peroxisome Proliferator Receptor Alpha Agonist,Rifamycin Antimycobacterial,1,CONTRAINDICATED,lopid
Rifamycin Antimycobacterial,Xanthine Oxidase Inhibitor,1,CONTRAINDICATED,allopurinol
Phosphodiesterase 5 Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,sildenafil
Fluoroquinolone Antibacterial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,ciprofloxacin
Quinolone Antimicrobial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,ofloxacin
Cardiac Glycoside,Rifamycin Antimycobacterial,1,CONTRAINDICATED,digoxin
P2Y12 Platelet Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,clopidogrel
Rifamycin Antimycobacterial,Tetracycline-Class Drug,1,CONTRAINDICATED,doxycycline
Rifamycin Antimycobacterial,Sulfone,1,CONTRAINDICATED,dapsone
Antimycobacterial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,isoniazid
Folate Analog Metabolic Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,methotrexate
Dihydrofolate Reductase Inhibitor Antibacterial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,trimethoprim
Phosphodiesterase 3 Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,cilostazol
Rifamycin Antibacterial,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifampin
Aldehyde Dehydrogenase Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,disulfiram
Alpha-Adrenergic Agonist,Opioid Agonist,1,MAJOR,epinephrine
Mood Stabilizer,Opioid Agonist,1,MAJOR,carbamazepine
Central Nervous System Stimulant,Opioid Agonist,1,MAJOR,acetaminophen
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Opioid Agonist,1,MAJOR,zidovudine
Opioid Agonist,Oxazolidinone Antibacterial,1,MAJOR,linezolid
Macrolide,Opioid Agonist,1,MAJOR,erythromycin
Opioid Agonist,Partial Opioid Agonist,1,MAJOR,buprenorphine
Opioid Agonist,Rifamycin Antibacterial,1,MAJOR,rifampin
Interleukin-6 Receptor Antagonist,Proton Pump Inhibitor,1,MODERATE,omeprazole
Interleukin-6 Receptor Antagonist,Methylxanthine,1,MODERATE,theophylline
Calcineurin Inhibitor Immunosuppressant,Interleukin-6 Receptor Antagonist,1,MODERATE,cyclosporine
Folate Analog Metabolic Inhibitor,Interleukin-6 Receptor Antagonist,1,MODERATE,methotrexate
Nitrate Vasodilator,Vasodilator,1,UNKNOWN,nitroglycerin
5-Lipoxygenase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,1,UNKNOWN,naproxen
5-Lipoxygenase Inhibitor,Corticosteroid,1,UNKNOWN,prednisone
5-Lipoxygenase Inhibitor,Anti-Epileptic Agent,1,UNKNOWN,phenytoin
5-Lipoxygenase Inhibitor,Estrogen,1,UNKNOWN,estradiol
5-Lipoxygenase Inhibitor,Aminosalicylate,1,UNKNOWN,sulfasalazine
5-Lipoxygenase Inhibitor,Cardiac Glycoside,1,UNKNOWN,digoxin
5-Lipoxygenase Inhibitor,Methylxanthine,1,UNKNOWN,theophylline
Adrenocorticotropic Hormone,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,aspirin
Adrenocorticotropic Hormone,Aldosterone Antagonist,1,MODERATE,spironolactone
Lipid Emulsion,Vitamin K,1,UNKNOWN,vitamin k1
Cd20-Directed Cytolytic Antibody,Platinum-Based Drug,1,MODERATE,cisplatin
Alkylating Drug,Cd20-Directed Cytolytic Antibody,1,MODERATE,cyclophosphamide
Cd20-Directed Cytolytic Antibody,Folate Analog Metabolic Inhibitor,1,MODERATE,methotrexate
Cd20-Directed Cytolytic Antibody,Pyrimidine Synthesis Inhibitor,1,MODERATE,teriflunomide
Cd20-Directed Cytolytic Antibody,Sphingosine 1-Phosphate Receptor Modulator,1,MODERATE,fingolimod
Angiotensin 2 Receptor Blocker,Protease Inhibitor,1,CONTRAINDICATED,amlodipine
Protease Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Histamine-2 Receptor Antagonist,Protease Inhibitor,1,CONTRAINDICATED,ranitidine
Nitroimidazole Antimicrobial,Protease Inhibitor,1,CONTRAINDICATED,metronidazole
Alpha-Adrenergic Blocker,Protease Inhibitor,1,CONTRAINDICATED,carvedilol
Amide Local Anesthetic,Protease Inhibitor,1,CONTRAINDICATED,lidocaine
Mood Stabilizer,Protease Inhibitor,1,CONTRAINDICATED,carbamazepine
Barbiturate,Protease Inhibitor,1,CONTRAINDICATED,caffeine
Cardiac Glycoside,Protease Inhibitor,1,CONTRAINDICATED,digoxin
Macrolide Antimicrobial,Protease Inhibitor,1,CONTRAINDICATED,clarithromycin
Anti-Anginal,Protease Inhibitor,1,CONTRAINDICATED,ranolazine
Phenothiazine,Protease Inhibitor,1,CONTRAINDICATED,perphenazine
Mtor Inhibitor Immunosuppressant,Protease Inhibitor,1,CONTRAINDICATED,sirolimus
Glinide,Protease Inhibitor,1,CONTRAINDICATED,repaglinide
Partial Opioid Agonist,Protease Inhibitor,1,CONTRAINDICATED,buprenorphine
Ccr5 Co-Receptor Antagonist,Protease Inhibitor,1,CONTRAINDICATED,maraviroc
Opioid Agonist,Protease Inhibitor,1,CONTRAINDICATED,fentanyl
Protease Inhibitor,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Aldehyde Dehydrogenase Inhibitor,Protease Inhibitor,1,CONTRAINDICATED,disulfiram
General Anesthetic,Lipid-Based Polyene Antifungal,1,MODERATE,ultane
Lipid-Based Polyene Antifungal,Nucleoside Analog Antifungal,1,MODERATE,flucytosine
Blood Viscosity Reducer,Histamine-2 Receptor Antagonist,1,UNKNOWN,cimetidine
Blood Viscosity Reducer,Dihydropyridine Calcium Channel Blocker,1,UNKNOWN,nifedipine
Angiotensin Converting Enzyme Inhibitor,Blood Viscosity Reducer,1,UNKNOWN,captopril
Blood Viscosity Reducer,Quinolone Antimicrobial,1,UNKNOWN,ofloxacin
Alpha-Glucosidase Inhibitor,Anti-Epileptic Agent,1,UNKNOWN,phenytoin
Alpha-Glucosidase Inhibitor,Sulfonylurea,1,UNKNOWN,glyburide
Alpha-Glucosidase Inhibitor,Histamine-2 Receptor Antagonist,1,UNKNOWN,ranitidine
Alpha-Glucosidase Inhibitor,Estrogen,1,UNKNOWN,estrogens
Alpha-Glucosidase Inhibitor,Antimycobacterial,1,UNKNOWN,isoniazid
Androgen,Nucleoside Analog Antiviral,1,CONTRAINDICATED,1%
Muscle Relaxant,Nucleoside Analog Antiviral,1,CONTRAINDICATED,usp
Cardiac Glycoside,Nucleoside Analog Antiviral,1,CONTRAINDICATED,digoxin
Adenosine Receptor Agonist,Nucleoside Analog Antiviral,1,CONTRAINDICATED,adenosine
Alpha-1 Adrenergic Agonist,Nucleoside Analog Antiviral,1,CONTRAINDICATED,solution
Muscle Relaxant,Nucleoside Analog Antifungal,1,UNKNOWN,usp
Mood Stabilizer,Noncompetitive Ampa Glutamate Receptor Antagonist,1,MODERATE,carbamazepine
Androgen,Echinocandin Antifungal,1,UNKNOWN,1%
Echinocandin Antifungal,Muscle Relaxant,1,UNKNOWN,soma
Dihydropyridine Calcium Channel Blocker,Echinocandin Antifungal,1,UNKNOWN,nifedipine
Echinocandin Antifungal,Mtor Inhibitor Immunosuppressant,1,UNKNOWN,sirolimus
Cytochrome P450 3A Inhibitor,Echinocandin Antifungal,1,UNKNOWN,ritonavir
Echinocandin Antifungal,Rifamycin Antibacterial,1,UNKNOWN,rifampin
Cardiac Glycoside,Glucosylceramide Synthase Inhibitor,1,CONTRAINDICATED,digoxin
Benzodiazepine,Dihydrofolate Reductase Inhibitor Antimalarial,1,UNKNOWN,lorazepam
Dihydrofolate Reductase Inhibitor Antimalarial,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,UNKNOWN,zidovudine
Anti-Epileptic Agent,Endoglycosidase,1,MODERATE,phenytoin
Endoglycosidase,Loop Diuretic,1,MODERATE,furosemide
Endoglycosidase,Estrogen,1,MODERATE,estrogens
Amide Local Anesthetic,Endoglycosidase,1,MODERATE,lidocaine
Alpha-Adrenergic Agonist,Endoglycosidase,1,MODERATE,epinephrine
Endoglycosidase,Pyrimidine Synthesis Inhibitor,1,MODERATE,teriflunomide
Endoglycosidase,Her2/Neu Receptor Antagonist,1,MODERATE,herceptin
Cd20-Directed Cytolytic Antibody,Endoglycosidase,1,MODERATE,ocrevus
Endoglycosidase,Sphingosine 1-Phosphate Receptor Modulator,1,MODERATE,fingolimod
Endoglycosidase,Neonatal Fc Receptor Blocker,1,MODERATE,vyvgart
Alpha-1 Adrenergic Agonist,Endoglycosidase,1,MODERATE,solution
General Anesthetic,Skin Test Antigen,1,MODERATE,ultane
Barbiturate,Pharmacologic Cardiac Stress Test Agent,1,MAJOR,caffeine
Methylxanthine,Pharmacologic Cardiac Stress Test Agent,1,MAJOR,theophylline
Cardiac Glycoside,Osmotic Diuretic,1,MODERATE,digoxin
Calcineurin Inhibitor Immunosuppressant,Osmotic Diuretic,1,MODERATE,cyclosporine
Beta Lactamase Inhibitor,Muscle Relaxant,1,MODERATE,usp
Beta Lactamase Inhibitor,Xanthine Oxidase Inhibitor,1,MODERATE,allopurinol
Beta Lactamase Inhibitor,Progesterone,1,MODERATE,progesterone
Beta Lactamase Inhibitor,Penem Antibacterial,1,MODERATE,meropenem
Alpha-1 Adrenergic Agonist,Beta Lactamase Inhibitor,1,MODERATE,solution
Androgen,Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor,1,MINOR,1%
Nonsteroidal Anti-Inflammatory Drug,Typical Antipsychotic,1,CONTRAINDICATED,ibu
Androgen,Typical Antipsychotic,1,CONTRAINDICATED,1%
Muscle Relaxant,Typical Antipsychotic,1,CONTRAINDICATED,soma
Mood Stabilizer,Typical Antipsychotic,1,CONTRAINDICATED,carbamazepine
Calcineurin Inhibitor Immunosuppressant,Typical Antipsychotic,1,CONTRAINDICATED,tacrolimus
Antiarrhythmic,Typical Antipsychotic,1,CONTRAINDICATED,dofetilide
Dopamine-2 Receptor Antagonist,Typical Antipsychotic,1,CONTRAINDICATED,droperidol
Aldosterone Antagonist,Amino Acid,1,MODERATE,spironolactone
Amino Acid,General Anesthetic,1,MODERATE,ultane
Amino Acid,Potassium-Sparing Diuretic,1,MODERATE,triamterene
Amino Acid,Vasoconstrictor,1,MODERATE,angiotensin ii
Alpha-1 Adrenergic Agonist,Amino Acid,1,MODERATE,solution
Histone Deacetylase Inhibitor,Rifamycin Antibacterial,1,MAJOR,rifampin
Muscle Relaxant,Rna Synthetase Inhibitor Antibacterial,1,UNKNOWN,usp
Corticosteroid,Progestin Antagonist,1,CONTRAINDICATED,dexamethasone
Anti-Epileptic Agent,Progestin Antagonist,1,CONTRAINDICATED,phenytoin
Mood Stabilizer,Progestin Antagonist,1,CONTRAINDICATED,carbamazepine
Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,Progestin Antagonist,1,CONTRAINDICATED,efavirenz
Macrolide Antimicrobial,Progestin Antagonist,1,CONTRAINDICATED,clarithromycin
Mtor Inhibitor Immunosuppressant,Progestin Antagonist,1,CONTRAINDICATED,sirolimus
Macrolide,Progestin Antagonist,1,CONTRAINDICATED,erythromycin
Cytochrome P450 3A Inhibitor,Progestin Antagonist,1,CONTRAINDICATED,ritonavir
Glinide,Progestin Antagonist,1,CONTRAINDICATED,repaglinide
Progesterone,Progestin Antagonist,1,CONTRAINDICATED,progesterone
Progestin Antagonist,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Opioid Agonist,Progestin Antagonist,1,CONTRAINDICATED,fentanyl
Progestin Antagonist,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Complement Inhibitor,Muscle Relaxant,1,UNKNOWN,soma
Human Immunoglobulin G,Nonsteroidal Anti-Inflammatory Drug,1,MODERATE,ibu
Janus Kinase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,aspirin
Cardiac Glycoside,Janus Kinase Inhibitor,1,CONTRAINDICATED,digoxin
Janus Kinase Inhibitor,Macrolide Antimicrobial,1,CONTRAINDICATED,clarithromycin
Janus Kinase Inhibitor,Purine Antimetabolite,1,CONTRAINDICATED,azathioprine
Janus Kinase Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Nonsteroidal Anti-Inflammatory Drug,Vitamin B12,1,UNKNOWN,aspirin
Peroxisome Proliferator Receptor Alpha Agonist,Vitamin B12,1,UNKNOWN,lopid
Aromatic Amino Acid Decarboxylation Inhibitor,Vitamin B12,1,UNKNOWN,levodopa
P2Y12 Platelet Inhibitor,Vitamin B12,1,UNKNOWN,clopidogrel
Aldehyde Dehydrogenase Inhibitor,General Anesthetic,1,MODERATE,ultane
Aldehyde Dehydrogenase Inhibitor,Antimycobacterial,1,MODERATE,isoniazid
Calcineurin Inhibitor Immunosuppressant,Tubulin Inhibiting Agent,1,MAJOR,cyclosporine
Macrolide Antibacterial,Nonsteroidal Anti-Inflammatory Drug,1,UNKNOWN,ibu
Calcineurin Inhibitor Immunosuppressant,Macrolide Antibacterial,1,UNKNOWN,cyclosporine
Nonsteroidal Anti-Inflammatory Drug,Vitamin D,1,MAJOR,aspirin
Histamine-2 Receptor Antagonist,Vitamin D,1,MAJOR,cimetidine
Peroxisome Proliferator Receptor Alpha Agonist,Vitamin D,1,MAJOR,lopid
Aromatic Amino Acid Decarboxylation Inhibitor,Vitamin D,1,MAJOR,levodopa
P2Y12 Platelet Inhibitor,Vitamin D,1,MAJOR,clopidogrel
Provitamin D2 Compound,Vitamin D,1,MAJOR,vitamin d
Intestinal Lipase Inhibitor,Vitamin D,1,MAJOR,orlistat
Benzodiazepine,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,1,MAJOR,triazolam
Anti-Epileptic Agent,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,1,MAJOR,phenytoin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Histamine-2 Receptor Antagonist,1,MAJOR,ranitidine
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Estrogen,1,MAJOR,estradiol
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Kinase Inhibitor,1,MAJOR,everolimus
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Mood Stabilizer,1,MAJOR,carbamazepine
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Quinolone Antimicrobial,1,MAJOR,ofloxacin
Cardiac Glycoside,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,1,MAJOR,digoxin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Macrolide Antimicrobial,1,MAJOR,clarithromycin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Mtor Inhibitor Immunosuppressant,1,MAJOR,sirolimus
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Macrolide,1,MAJOR,erythromycin
Aminoglycoside Antibacterial,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,1,MAJOR,tobramycin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Glinide,1,MAJOR,repaglinide
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Progestin,1,MAJOR,norethindrone
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Dihydrofolate Reductase Inhibitor Antibacterial,1,MAJOR,trimethoprim
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Rifamycin Antibacterial,1,MAJOR,rifampin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Rifamycin Antimycobacterial,1,MAJOR,rifabutin
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Opioid Agonist,1,MAJOR,opium
Alpha-1 Adrenergic Agonist,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,1,MAJOR,solution
Nonsteroidal Anti-Inflammatory Drug,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,ibu
Azole Antifungal,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,ketoconazole
Anti-Epileptic Agent,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,phenytoin
Mood Stabilizer,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,carbamazepine
Cardiac Glycoside,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,digoxin
Macrolide,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,erythromycin
Pyrimidine Synthesis Inhibitor,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,teriflunomide
Rifamycin Antibacterial,Sphingosine 1-Phosphate Receptor Modulator,1,MAJOR,rifampin
Corticosteroid,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,prednisone
Azole Antifungal,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,ketoconazole
Anti-Epileptic Agent,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,phenytoin
Hepatitis C Virus Ns5A Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Hepatitis C Virus Ns5A Inhibitor,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,famotidine
Estrogen,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,estradiol
Hepatitis C Virus Ns5A Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Cardiac Glycoside,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,digoxin
General Anesthetic,Hepatitis C Virus Ns5A Inhibitor,1,CONTRAINDICATED,ultane
Hepatitis C Virus Ns5A Inhibitor,Sympathomimetic-Like Agent,1,CONTRAINDICATED,modafinil
Hepatitis C Virus Ns5A Inhibitor,Partial Opioid Agonist,1,CONTRAINDICATED,buprenorphine
Hepatitis C Virus Ns5A Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Hepatitis C Virus Ns5A Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Hepatitis C Virus Ns5A Inhibitor,Protease Inhibitor,1,CONTRAINDICATED,darunavir
Hepatitis C Virus Ns5A Inhibitor,Nucleoside Analog Antiviral,1,CONTRAINDICATED,ribavirin
Hepatitis C Virus Ns5A Inhibitor,Topoisomerase Inhibitor,1,CONTRAINDICATED,topotecan
Hepatitis C Virus Ns5A Inhibitor,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,sofosbuvir and velpatasvir
Antihypoglycemic Agent,Nonsteroidal Anti-Inflammatory Drug,1,UNKNOWN,indomethacin
Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,Sulfone,1,MODERATE,dapsone
Antimetabolite,Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,1,MODERATE,hydroxyurea
Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,Dihydrofolate Reductase Inhibitor Antibacterial,1,MODERATE,trimethoprim
Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,Lipid-Based Polyene Antifungal,1,MODERATE,amphotericin b
Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,Nucleoside Analog Antifungal,1,MODERATE,flucytosine
Iron Chelator,Prostacyclin Receptor Agonist,1,CONTRAINDICATED,deferasirox
P2Y12 Platelet Inhibitor,Prostacyclin Receptor Agonist,1,CONTRAINDICATED,clopidogrel
Prostacyclin Receptor Agonist,Pyrimidine Synthesis Inhibitor,1,CONTRAINDICATED,teriflunomide
Prostacyclin Receptor Agonist,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Muscle Relaxant,Somatostatin Analog,1,MODERATE,soma
Cardiac Glycoside,Somatostatin Analog,1,MODERATE,digoxin
Calcineurin Inhibitor Immunosuppressant,Somatostatin Analog,1,MODERATE,cyclosporine
Corticosteroid,Recombinant Human Growth Hormone,1,MODERATE,prednisone
Muscle Relaxant,Recombinant Human Growth Hormone,1,MODERATE,soma
Estrogen,Recombinant Human Growth Hormone,1,MODERATE,estrogens
Calcineurin Inhibitor Immunosuppressant,Recombinant Human Growth Hormone,1,MODERATE,cyclosporine
Anti-Epileptic Agent,Standardized Chemical Allergen,1,UNKNOWN,phenytoin
Nitrate Vasodilator,Standardized Chemical Allergen,1,UNKNOWN,nitroglycerin
Central Nervous System Stimulant,Standardized Chemical Allergen,1,UNKNOWN,acetaminophen
Nitrofuran Antibacterial,Standardized Chemical Allergen,1,UNKNOWN,nitrofurantoin
Aminosalicylate,Standardized Chemical Allergen,1,UNKNOWN,sulfasalazine
Standardized Chemical Allergen,Sulfone,1,UNKNOWN,dapsone
Antimetabolite,Standardized Chemical Allergen,1,UNKNOWN,hydroxyurea
Cd38-Directed Cytolytic Antibody,Muscle Relaxant,1,MODERATE,usp
Benzodiazepine,Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody,1,MODERATE,onfi
Anti-Epileptic Agent,Orexin Receptor Antagonist,1,MAJOR,phenytoin
Histamine-2 Receptor Antagonist,Orexin Receptor Antagonist,1,MAJOR,ranitidine
Fluoroquinolone Antibacterial,Orexin Receptor Antagonist,1,MAJOR,ciprofloxacin
Mood Stabilizer,Orexin Receptor Antagonist,1,MAJOR,carbamazepine
Orexin Receptor Antagonist,Quinolone Antimicrobial,1,MAJOR,ofloxacin
Cardiac Glycoside,Orexin Receptor Antagonist,1,MAJOR,digoxin
Macrolide Antimicrobial,Orexin Receptor Antagonist,1,MAJOR,clarithromycin
Orexin Receptor Antagonist,Sympathomimetic-Like Agent,1,MAJOR,modafinil
Macrolide,Orexin Receptor Antagonist,1,MAJOR,erythromycin
Cytochrome P450 3A Inhibitor,Orexin Receptor Antagonist,1,MAJOR,ritonavir
Orexin Receptor Antagonist,Substance P/Neurokinin-1 Receptor Antagonist,1,MAJOR,aprepitant
Orexin Receptor Antagonist,Rifamycin Antibacterial,1,MAJOR,rifampin
Glycopeptide Antibacterial,Platinum-Based Drug,1,MODERATE,cisplatin
Glycopeptide Antibacterial,Lipid-Based Polyene Antifungal,1,MODERATE,amphotericin b
Bile Acid Sequestrant,Ileal Bile Acid Transporter Inhibitor,1,UNKNOWN,cholestyramine
Integrin Receptor Antagonist,Purine Antimetabolite,1,MODERATE,azathioprine
Calcineurin Inhibitor Immunosuppressant,Integrin Receptor Antagonist,1,MODERATE,cyclosporine
Folate Analog Metabolic Inhibitor,Integrin Receptor Antagonist,1,MODERATE,methotrexate
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,famotidine
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,gemfibrozil
Estrogen,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,estradiol
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
